Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,geometry,Neighborhood
880,3235 W 12TH AVENUE,6/10/2019,2300000,8,2172,1928,91,4841.0,49.2617234,-123.1767458,POINT (-123.1767458 49.2617234),Kitsilano
881,5323 SLOCAN STREET,4/1/2020,1153000,6,1798,1957,63,3432.0,49.2364924,-123.0545731,POINT (-123.0545731 49.2364924),Renfrew-Collingwood
882,6435 NANAIMO STREET,7/25/2019,1285000,1,2500,1961,58,5468.0,49.22574969999999,-123.059504,POINT (-123.059504 49.22574969999999),Victoria-Fraserview
883,1204 LILLOOET STREET,9/30/2019,1705000,7,2509,2011,8,3587.43,49.2741626,-123.038671,POINT (-123.038671 49.2741626),Hastings-Sunrise
884,2929 W 29TH AVENUE,11/1/2019,2000000,12,2494,1937,82,4068.9,49.2463591,-123.1711234,POINT (-123.1711234 49.2463591),Dunbar-Southlands
885,2716 YALE STREET,3/15/2019,1380000,99,1628,1944,75,4129.75,49.2904469,-123.0487817,POINT (-123.0487817 49.2904469),Hastings-Sunrise
886,3370 MACDONALD STREET,11/4/2019,1590000,24,2100,1963,56,5125.49,49.2566678,-123.1678841,POINT (-123.1678841 49.2566678),Arbutus Ridge
887,8515 CORNISH STREET,10/15/2019,2210000,6,2971,1995,24,5115.0,49.20938779999999,-123.1424816,POINT (-123.1424816 49.20938779999999),Marpole
888,3487 NORMANDY DRIVE,2/18/2020,2379047,4,3887,2019,1,4510.0,49.2523679,-123.0280856,POINT (-123.0280856 49.2523679),Renfrew-Collingwood
889,2814 W 20TH AVENUE,10/16/2019,2505000,89,2708,1986,34,4880.0,49.2543721,-123.1681964,POINT (-123.1681964 49.2543721),Arbutus Ridge
890,4173 W 14TH AVENUE,10/17/2019,2850000,8,2504,1995,24,4026.0,49.2602621,-123.1992357,POINT (-123.1992357 49.2602621),West Point Grey
891,2955 GRANT STREET,10/8/2019,1500800,0,2586,1991,28,4254.5,49.2715814,-123.0426593,POINT (-123.0426593 49.2715814),Hastings-Sunrise
892,7537 HUDSON STREET,6/12/2019,2945000,21,3615,2001,18,6031.5,49.2167095,-123.1344517,POINT (-123.1344517 49.2167095),Marpole
893,2507 E KENT AVENUE NORTH,5/10/2020,1175000,5,1443,1994,26,2288.74,49.2060544,-123.0558385,POINT (-123.0558385 49.2060544),Killarney
894,2836 E 23RD AVENUE,6/3/2019,1190000,35,1972,1955,64,3960.0,49.2494911,-123.045878,POINT (-123.045878 49.2494911),Renfrew-Collingwood
895,1570 W 64TH AVENUE,4/23/2019,1984000,75,2828,1920,99,4029.3,49.2129385,-123.142649,POINT (-123.142649 49.2129385),Marpole
896,825 E 31ST AVENUE,10/18/2019,2335000,3,2431,2017,2,3300.0,49.2427092,-123.0873119,POINT (-123.0873119 49.2427092),Kensington-Cedar Cottage
897,4625 DUMFRIES STREET,6/10/2019,1665000,140,2288,1998,21,4440.0,49.2433975,-123.0738894,POINT (-123.0738894 49.2433975),Kensington-Cedar Cottage
898,215 E 36TH AVENUE,11/26/2019,1500000,1,1951,1941,78,4806.7,49.238364,-123.1007976,POINT (-123.1007976 49.238364),Riley Park
899,3242 W 29TH AVENUE,2/8/2020,2512000,16,2950,1967,53,5200.0,49.2459121,-123.1769812,POINT (-123.1769812 49.2459121),Dunbar-Southlands
900,995 PENTICTON STREET,3/9/2020,2380000,5,2343,1977,43,3630.0,49.2760615,-123.0522303,POINT (-123.0522303 49.2760615),Hastings-Sunrise
901,3721 W 11TH AVENUE,4/20/2020,2150000,12,2192,1995,25,3663.0,49.2627901,-123.1865707,POINT (-123.1865707 49.2627901),West Point Grey
902,1414 E 60TH AVENUE,8/13/2019,1380000,37,1841,1952,67,5313.14,49.215263,-123.0766374,POINT (-123.0766374 49.215263),Victoria-Fraserview
903,3427 DIEPPE DRIVE,2/13/2019,1150000,212,1580,1948,71,4620.0,49.2538478,-123.0249787,POINT (-123.0249787 49.2538478),Renfrew-Collingwood
904,1159 E 27TH AVENUE,2/3/2020,1375000,7,1836,1947,73,4356.0,49.2467447,-123.0811446,POINT (-123.0811446 49.2467447),Kensington-Cedar Cottage
905,3516 W 3RD AVENUE,9/4/2019,2650000,8,3310,1912,107,3986.0,49.2692122,-123.182173,POINT (-123.182173 49.2692122),Kitsilano
906,1278 KASLO STREET,3/9/2020,1660000,8,2072,2005,15,3828.0,49.2736562,-123.0466032,POINT (-123.0466032 49.2736562),Hastings-Sunrise
907,2476 GALT STREET,3/23/2020,1280000,14,2381,1967,53,4026.0,49.2413862,-123.0552576,POINT (-123.0552576 49.2413862),Renfrew-Collingwood
908,4187 W 11TH AVENUE,11/25/2019,2338000,1,2570,1925,94,4026.0,49.2629813,-123.1995732,POINT (-123.1995732 49.2629813),West Point Grey
909,1519 W 33RD AVENUE,8/6/2019,2438000,99,3043,2015,4,4305.0,49.2421686,-123.1405895,POINT (-123.1405895 49.2421686),Shaughnessy
910,2672 E 57TH AVENUE,11/22/2019,2171428,26,3491,2019,1,4062.0,49.2178428,-123.0531328,POINT (-123.0531328 49.2178428),Victoria-Fraserview
911,2196 W 6TH AVENUE,10/6/2019,2490000,36,2502,1912,107,3400.0,49.26625019999999,-123.1549686,POINT (-123.1549686 49.26625019999999),Kitsilano
912,505 SKEENA STREET,6/3/2019,1549000,7,2881,1930,89,3960.0,49.2800193,-123.0287625,POINT (-123.0287625 49.2800193),Hastings-Sunrise
913,2225 W 16TH AVENUE,1/2/2019,2080000,168,2114,1908,111,6250.0,49.2575251,-123.1561747,POINT (-123.1561747 49.2575251),Kitsilano
914,3568 TURNER STREET,10/29/2019,1230000,40,2101,1992,28,3498.0,49.2788732,-123.0267103,POINT (-123.0267103 49.2788732),Hastings-Sunrise
915,7308 ANGUS DRIVE,5/28/2019,2180000,18,2883,1940,79,7434.0,49.2192462,-123.1479002,POINT (-123.1479002 49.2192462),Marpole
916,3456 W 36TH AVENUE,10/24/2019,3000000,135,3893,1994,26,6512.0,49.2393037,-123.1811074,POINT (-123.1811074 49.2393037),Dunbar-Southlands
917,2880 W 24TH AVENUE,8/30/2019,2743000,31,2414,2008,11,4030.0,49.2507758,-123.169677,POINT (-123.169677 49.2507758),Arbutus Ridge
918,1950 NANTON AVENUE,10/18/2019,3000000,4,4158,1920,99,7732.5,49.24739169999999,-123.1493316,POINT (-123.1493316 49.24739169999999),Shaughnessy
919,4648 WINDSOR STREET,2/10/2020,1660000,5,2261,1988,32,3539.25,49.2429427,-123.0837147,POINT (-123.0837147 49.2429427),Kensington-Cedar Cottage
920,7455 WEST BOULEVARD,9/16/2019,1709000,8,2188,1941,78,4800.0,49.2176132,-123.1498141,POINT (-123.1498141 49.2176132),Kerrisdale
921,2276 E 52ND AVENUE,4/20/2020,1245000,1,2414,1986,34,4322.01,49.2219061,-123.060263,POINT (-123.060263 49.2219061),Victoria-Fraserview
922,2455 W 10TH AVENUE,11/19/2019,2680000,11,3334,1930,89,6250.0,49.2632236,-123.1613803,POINT (-123.1613803 49.2632236),Kitsilano
923,3730 W 15TH AVENUE,3/9/2020,2110000,60,2165,1915,105,4026.0,49.2587294,-123.1867019,POINT (-123.1867019 49.2587294),West Point Grey
924,703 HEATLEY AVENUE,7/25/2019,738000,196,1153,1901,119,1525.0,49.278251,-123.08991,POINT (-123.08991 49.278251),Strathcona
925,4080 W 35TH AVENUE,3/6/2020,2200000,9,2016,1948,72,4257.0,49.2402866,-123.196126,POINT (-123.196126 49.2402866),Dunbar-Southlands
926,3208 E 53RD AVENUE,6/6/2019,2680000,0,4436,2019,0,5499.36,49.2211046,-123.0386525,POINT (-123.0386525 49.2211046),Killarney
927,91 E 40TH AVENUE,10/5/2019,1550000,30,1676,1944,75,4026.0,49.2347871,-123.1038774,POINT (-123.1038774 49.2347871),Riley Park
928,757 E 59TH AVENUE,11/18/2019,2300000,1,3664,2019,0,3996.0,49.21667619999999,-123.0891286,POINT (-123.0891286 49.21667619999999),Sunset
929,640 E GEORGIA STREET,5/27/2019,1860000,100,3335,1895,124,3050.0,49.2782353,-123.0905799,POINT (-123.0905799 49.2782353),Strathcona
930,2709 WILLIAM STREET,2/3/2020,1690000,15,2152,1927,93,3564.0,49.2743547,-123.0490358,POINT (-123.0490358 49.2743547),Hastings-Sunrise
931,4292 KASLO STREET,8/22/2019,1058000,21,1593,1934,85,3071.2,49.2466512,-123.0468169,POINT (-123.0468169 49.2466512),Renfrew-Collingwood
932,303 E 51ST AVENUE,7/29/2019,1582500,14,2525,1993,26,4160.0,49.2239487,-123.0994427,POINT (-123.0994427 49.2239487),Sunset
933,5232 HOY STREET,7/29/2019,1070000,95,1735,1950,69,3804.0,49.2369295,-123.0259904,POINT (-123.0259904 49.2369295),Renfrew-Collingwood
934,7827 CARTIER STREET,9/10/2019,1865000,89,2347,1979,40,4026.0,49.2146914,-123.1379868,POINT (-123.1379868 49.2146914),Marpole
935,250 E 61ST AVENUE,7/4/2019,935000,5,1620,1910,109,3286.0,49.2148545,-123.1008517,POINT (-123.1008517 49.2148545),Sunset
936,369 E 30TH AVENUE,2/20/2020,1575000,2,1905,1910,110,1956.1,49.243405,-123.097992,POINT (-123.097992 49.243405),Riley Park
937,5818 ALMA STREET,2/28/2020,2570000,9,3357,1929,91,6830.0,49.23365980000001,-123.1865213,POINT (-123.1865213 49.23365980000001),Dunbar-Southlands
938,1270 KELOWNA STREET,3/19/2020,1035000,17,2450,1945,75,3826.0,49.2738853,-123.0424378,POINT (-123.0424378 49.2738853),Hastings-Sunrise
939,2142 NAPIER STREET,4/14/2020,1560000,6,2069,1911,109,4026.0,49.2745636,-123.0607715,POINT (-123.0607715 49.2745636),Grandview-Woodland
940,494 E 12TH AVENUE,10/25/2019,1575000,21,2932,1910,109,4270.0,49.25956069999999,-123.0932764,POINT (-123.0932764 49.25956069999999),Mount Pleasant
941,6847 SHERBROOKE STREET,3/16/2020,2000000,52,3492,2019,1,4019.7,49.222334,-123.0819578,POINT (-123.0819578 49.222334),Sunset
942,1108 E 53RD AVENUE,6/4/2019,1798000,4,3216,1922,97,9180.0,49.2216744,-123.082873,POINT (-123.082873 49.2216744),Sunset
943,437 VERNON DRIVE,4/22/2020,1510000,18,1892,2017,3,1843.36,49.2802613,-123.0794703,POINT (-123.0794703 49.2802613),Strathcona
944,3599 W 32ND AVENUE,7/1/2019,2455000,109,2324,2019,1,3045.46,49.24347050000001,-123.1848656,POINT (-123.1848656 49.24347050000001),Dunbar-Southlands
945,727 W 64TH AVENUE,5/24/2019,2548800,81,3319,1996,23,5504.0,49.2125956,-123.1213815,POINT (-123.1213815 49.2125956),Marpole
946,6343 YEW STREET,3/3/2020,1800000,25,1758,1926,94,4144.47,49.2286406,-123.1590909,POINT (-123.1590909 49.2286406),Kerrisdale
947,2035 COLLINGWOOD STREET,10/14/2019,2035000,4,2813,1912,107,3600.0,49.26797140000001,-123.1820242,POINT (-123.1820242 49.26797140000001),Kitsilano
948,2205 GRAVELEY STREET,9/11/2019,1228000,157,2455,1913,107,3141.0,49.2706406,-123.0597327,POINT (-123.0597327 49.2706406),Grandview-Woodland
949,4772 ELGIN STREET,1/29/2020,2285000,9,2493,2019,1,3606.0,49.2418658,-123.0824891,POINT (-123.0824891 49.2418658),Kensington-Cedar Cottage
950,4685 NANAIMO STREET,11/19/2019,1425000,1,2443,1967,52,4614.87,49.2429815,-123.0575205,POINT (-123.0575205 49.2429815),Kensington-Cedar Cottage
951,4583 WINDSOR STREET,6/5/2019,1615000,2,1782,1912,107,3559.5,49.2435619,-123.084319,POINT (-123.084319 49.2435619),Kensington-Cedar Cottage
952,1503 E 60TH AVENUE,3/16/2020,1500000,58,2500,1956,64,4885.05,49.2156889,-123.0753933,POINT (-123.0753933 49.2156889),Victoria-Fraserview
953,2211 E 61ST AVENUE,10/16/2019,1488000,4,1924,1952,67,5075.0,49.2148311,-123.0616892,POINT (-123.0616892 49.2148311),Victoria-Fraserview
954,2552 WILLIAM STREET,3/10/2020,1726000,6,1777,1946,74,3630.0,49.2739577,-123.0533631,POINT (-123.0533631 49.2739577),Hastings-Sunrise
955,2176 W 57TH AVENUE,4/20/2020,2950000,40,3370,1957,63,12883.77,49.2192804,-123.1569002,POINT (-123.1569002 49.2192804),Kerrisdale
956,3445 W 30TH AVENUE,4/24/2020,2193988,12,1749,1935,85,4290.0,49.2454317,-123.1810495,POINT (-123.1810495 49.2454317),Dunbar-Southlands
957,2919 E 54TH AVENUE,3/18/2020,1288000,46,690,1954,66,4467.0,49.2203875,-123.0453176,POINT (-123.0453176 49.2203875),Killarney
958,374 E 26TH AVENUE,4/30/2019,860000,101,1000,1910,109,2027.75,49.2474481,-123.097994,POINT (-123.097994 49.2474481),Riley Park
959,5769 JOYCE STREET,3/17/2020,1594000,23,2192,2002,18,4026.0,49.2316165,-123.037823,POINT (-123.037823 49.2316165),Killarney
960,2825 ONTARIO STREET,3/10/2020,1898500,7,2068,1901,119,2475.0,49.2598819,-123.1052374,POINT (-123.1052374 49.2598819),Mount Pleasant
961,3680 HENNEPIN AVENUE,3/16/2020,1244000,1,2127,1980,40,2825.0,49.22123819999999,-123.0249983,POINT (-123.0249983 49.22123819999999),Killarney
962,521 UNION STREET,7/5/2019,1380000,56,2538,1901,118,3058.0,49.27769259999999,-123.0930006,POINT (-123.0930006 49.27769259999999),Strathcona
963,3839 ST. CATHERINES STREET,2/5/2020,1150000,7,1299,1913,107,3300.0,49.2502903,-123.0860688,POINT (-123.0860688 49.2502903),Kensington-Cedar Cottage
964,3335 W 39TH AVENUE,5/8/2019,2300000,69,3016,1941,78,5320.0,49.23662059999999,-123.1794443,POINT (-123.1794443 49.23662059999999),Dunbar-Southlands
965,2105 E 43RD AVENUE,10/28/2019,1302000,33,2033,1956,63,4028.04,49.2314431,-123.0637641,POINT (-123.0637641 49.2314431),Victoria-Fraserview
966,2725 E 18TH AVENUE,3/4/2020,2188000,7,2566,2017,3,3379.2,49.254247,-123.0488554,POINT (-123.0488554 49.254247),Renfrew-Collingwood
967,1225 E 35TH AVENUE,2/14/2020,1730000,10,1940,1978,42,3214.5,49.238327,-123.0799155,POINT (-123.0799155 49.238327),Kensington-Cedar Cottage
968,7898 HUDSON STREET,1/9/2019,2043000,241,2378,1990,29,3983.1,49.21407929999999,-123.1338684,POINT (-123.1338684 49.21407929999999),Marpole
969,4054 W 14TH AVENUE,6/17/2019,2180000,8,2140,1972,47,4022.7,49.2597539,-123.1956265,POINT (-123.1956265 49.2597539),West Point Grey
970,4047 W 18TH AVENUE,9/11/2019,2050000,7,3374,1927,92,4492.95,49.25677779999999,-123.1950134,POINT (-123.1950134 49.25677779999999),Dunbar-Southlands
971,4726 GOTHARD STREET,3/16/2020,1170000,7,1744,1959,61,3630.0,49.24214389999999,-123.0531024,POINT (-123.0531024 49.24214389999999),Renfrew-Collingwood
972,2208 E 43RD AVENUE,2/18/2020,1920000,6,2526,1997,23,5374.32,49.2310023,-123.0618229,POINT (-123.0618229 49.2310023),Victoria-Fraserview
973,7970 OAK STREET,9/5/2019,1950000,82,3724,1928,91,5925.0,49.21329,-123.1297314,POINT (-123.1297314 49.21329),Marpole
974,8092 HAIG STREET,7/2/2019,2200000,70,3206,2019,0,3846.01,49.2122861,-123.1366731,POINT (-123.1366731 49.2122861),Marpole
975,4560 W 7TH AVENUE,8/21/2019,2300000,4,2224,1990,29,3715.8,49.2662668,-123.2108873,POINT (-123.2108873 49.2662668),West Point Grey
976,1888 E 53RD AVENUE,5/17/2019,1299000,31,1989,1989,30,3456.0,49.2216876,-123.067498,POINT (-123.067498 49.2216876),Victoria-Fraserview
977,7569 VIVIAN DRIVE,7/2/2019,2670000,78,4652,2017,2,5415.0,49.2157178,-123.0517934,POINT (-123.0517934 49.2157178),Victoria-Fraserview
978,3513 W 19TH AVENUE,8/21/2019,2850000,75,2818,2001,18,4026.0,49.255793,-123.1823213,POINT (-123.1823213 49.255793),Dunbar-Southlands
979,3006 W 28TH AVENUE,8/7/2019,2380000,42,3001,1927,92,4297.92,49.2468465,-123.173195,POINT (-123.173195 49.2468465),Dunbar-Southlands
980,2215 W 13TH AVENUE,5/19/2020,2840000,9,5872,1910,110,6250.0,49.2603308,-123.1559429,POINT (-123.1559429 49.2603308),Kitsilano
981,933 E 51ST AVENUE,6/4/2019,1450000,2,2606,1983,36,4397.25,49.2237678,-123.0862164,POINT (-123.0862164 49.2237678),Sunset
982,428 E 46TH AVENUE,4/8/2019,1636500,121,2469,1996,23,4026.0,49.2281936,-123.0966067,POINT (-123.0966067 49.2281936),Sunset
983,416-418 UNION STREET,9/9/2019,1600000,32,2301,1980,39,3150.0,49.2774023,-123.0950791,POINT (-123.0950791 49.2774023),Strathcona
984,3676 NAPIER STREET,9/25/2019,1200000,4,2228,1983,36,3550.8,49.2747446,-123.0246901,POINT (-123.0246901 49.2747446),Hastings-Sunrise
985,6583 KNIGHT STREET,6/24/2019,1549900,25,2789,2017,2,3676.0,49.22445330000001,-123.0777553,POINT (-123.0777553 49.22445330000001),Sunset
986,3280 GEORGIA STREET,1/16/2020,904000,44,2166,1928,92,3547.5,49.2780707,-123.0342896,POINT (-123.0342896 49.2780707),Hastings-Sunrise
987,3051 KITCHENER STREET,10/29/2019,1350000,28,1926,1944,75,4254.5,49.2724966,-123.0401566,POINT (-123.0401566 49.2724966),Hastings-Sunrise
988,5239 PRINCE ALBERT STREET,8/20/2019,1580000,3,2205,1992,27,3630.0,49.23752529999999,-123.0883334,POINT (-123.0883334 49.23752529999999),Kensington-Cedar Cottage
989,1594 E 22ND AVENUE,8/6/2019,1144000,4,1953,1923,96,3300.0,49.2501635,-123.0713163,POINT (-123.0713163 49.2501635),Kensington-Cedar Cottage
990,1083 E 57TH AVENUE,9/10/2019,1070000,4,1041,1941,78,3656.4,49.2184069,-123.083604,POINT (-123.083604 49.2184069),Sunset
991,4995 ELGIN STREET,5/22/2019,1285000,23,2028,1963,56,3300.0,49.2393449,-123.0838308,POINT (-123.0838308 49.2393449),Kensington-Cedar Cottage
992,3683 DUNDAS STREET,2/10/2020,1410000,11,2347,1927,93,4026.0,49.2849738,-123.0239617,POINT (-123.0239617 49.2849738),Hastings-Sunrise
993,2667 E 22ND AVENUE,10/30/2019,1602000,7,2108,2007,12,3630.0,49.2509169,-123.0506245,POINT (-123.0506245 49.2509169),Renfrew-Collingwood
994,2575 E 29TH AVENUE,7/30/2019,1060000,9,1700,1946,73,3333.0,49.2448847,-123.0526909,POINT (-123.0526909 49.2448847),Renfrew-Collingwood
995,2032 E 22ND AVENUE,10/9/2019,2190476,30,3412,2019,0,4026.0,49.2500611,-123.0641282,POINT (-123.0641282 49.2500611),Kensington-Cedar Cottage
996,4827 JOYCE STREET,10/30/2019,1358000,5,2071,1996,23,3300.0,49.24135829999999,-123.0292712,POINT (-123.0292712 49.24135829999999),Renfrew-Collingwood
997,795 E 52ND AVENUE,10/4/2019,1388000,14,1917,1996,23,3323.0,49.222889,-123.0884046,POINT (-123.0884046 49.222889),Sunset
998,3460 QUEBEC STREET,10/29/2019,1408000,7,2067,1913,106,1952.0,49.2540989,-123.1025686,POINT (-123.1025686 49.2540989),Riley Park
999,1366 E 49TH AVENUE,11/4/2019,1577000,8,2160,2007,12,3597.0,49.2250856,-123.0782031,POINT (-123.0782031 49.2250856),Sunset
1000,5664 TYNE STREET,12/2/2019,1358000,8,2464,1971,48,4422.68,49.2324877,-123.0303431,POINT (-123.0303431 49.2324877),Renfrew-Collingwood
1001,3308 AUSTREY AVENUE,8/17/2019,1725000,63,2894,2019,0,3300.0,49.2380507,-123.0358229,POINT (-123.0358229 49.2380507),Renfrew-Collingwood
1002,6583 CLARENDON STREET,1/14/2020,1605000,29,2501,1970,50,4356.0,49.2241534,-123.0566113,POINT (-123.0566113 49.2241534),Victoria-Fraserview
1003,3655 TRAFALGAR STREET,3/30/2020,2430000,8,2911,1988,32,4139.85,49.2541138,-123.1655333,POINT (-123.1655333 49.2541138),Arbutus Ridge
1004,414 E 60TH AVENUE,5/19/2020,1197232,5,1754,1954,66,3382.0,49.215531,-123.0969483,POINT (-123.0969483 49.215531),Sunset
1005,6550 LANCASTER STREET,4/25/2019,1500000,64,2134,1959,60,5718.19,49.2240426,-123.0423364,POINT (-123.0423364 49.2240426),Killarney
1006,2258 E 37TH AVENUE,8/12/2019,1480000,106,2603,1979,40,4661.2,49.2366616,-123.0602531,POINT (-123.0602531 49.2366616),Kensington-Cedar Cottage
1007,601 E PENDER STREET,1/11/2020,1670000,123,4100,1908,112,4150.0,49.2804294,-123.0913546,POINT (-123.0913546 49.2804294),Strathcona
1008,2305 W KING EDWARD AVENUE,4/23/2019,2150000,42,2109,1951,68,6093.0,49.250628,-123.1580341,POINT (-123.1580341 49.250628),Arbutus Ridge
1009,1738 W 58TH AVENUE,3/4/2019,2600000,106,3380,1991,28,5600.0,49.2183416,-123.1465026,POINT (-123.1465026 49.2183416),Marpole
1010,2701 W 1ST AVENUE,9/5/2019,2100000,11,2942,1922,97,2599.0,49.2712071,-123.1665148,POINT (-123.1665148 49.2712071),Kitsilano
1011,3027 E 2ND AVENUE,9/16/2019,1280000,2,1586,1946,73,5020.0,49.2687058,-123.040779,POINT (-123.040779 49.2687058),Hastings-Sunrise
1012,3475 W 8TH AVENUE,5/27/2019,1890000,16,2757,1946,73,3465.0,49.26536189999999,-123.1813515,POINT (-123.1813515 49.26536189999999),Kitsilano
1013,2705 E 46TH AVENUE,8/20/2019,1470000,22,2500,1973,46,4026.0,49.228661,-123.0513798,POINT (-123.0513798 49.228661),Victoria-Fraserview
1014,3266 GRAVELEY STREET,8/26/2019,1235000,0,2392,1964,55,3846.0,49.27017980000001,-123.0348388,POINT (-123.0348388 49.27017980000001),Hastings-Sunrise
1015,884 E 28TH AVENUE,9/3/2019,1586000,6,2309,1932,87,4777.5,49.2452677,-123.0864037,POINT (-123.0864037 49.2452677),Kensington-Cedar Cottage
1016,1128 E 26TH AVENUE,7/24/2019,1260000,20,1808,1960,59,3696.0,49.2475028,-123.081671,POINT (-123.081671 49.2475028),Kensington-Cedar Cottage
1017,8490 ADERA STREET,5/28/2019,2398000,129,2760,2001,18,4583.8,49.2096885,-123.1433239,POINT (-123.1433239 49.2096885),Marpole
1018,2425 DUNDAS STREET,9/3/2019,2000000,57,3448,2019,0,4026.0,49.28499840000001,-123.0557115,POINT (-123.0557115 49.28499840000001),Hastings-Sunrise
1019,3275 E 20TH AVENUE,6/25/2019,1106000,106,1485,1949,70,3620.0,49.2525379,-123.0348277,POINT (-123.0348277 49.2525379),Renfrew-Collingwood
1020,4314 DUMFRIES STREET,11/25/2019,1558000,22,2091,1953,66,4989.2,49.2462357,-123.0731561,POINT (-123.0731561 49.2462357),Kensington-Cedar Cottage
1021,3910 INVERNESS STREET,6/2/2019,960000,7,2142,1912,107,2697.0,49.2497246,-123.0797644,POINT (-123.0797644 49.2497246),Kensington-Cedar Cottage
1022,5755 PRINCE ALBERT STREET,2/11/2020,1652000,24,2016,1952,68,5030.0,49.232277,-123.0881215,POINT (-123.0881215 49.232277),Sunset
1023,3850 LILLOOET STREET,9/30/2019,1230000,7,2240,1974,45,3552.25,49.2499006,-123.0387815,POINT (-123.0387815 49.2499006),Renfrew-Collingwood
1024,886 E 38TH AVENUE,4/15/2019,1185000,114,2223,1911,108,4026.0,49.2355156,-123.0866967,POINT (-123.0866967 49.2355156),Kensington-Cedar Cottage
1025,2148 E 4TH AVENUE,7/16/2019,1500000,182,1695,1912,108,2590.0,49.266607,-123.0606728,POINT (-123.0606728 49.266607),Grandview-Woodland
1026,926 E 58TH AVENUE,11/6/2019,1060000,0,1650,1946,73,3692.7,49.2171298,-123.086408,POINT (-123.086408 49.2171298),Sunset
1027,3782 ONTARIO STREET,1/31/2020,1655000,28,2354,1929,91,3387.0,49.25118699999999,-123.1045781,POINT (-123.1045781 49.25118699999999),Riley Park
1028,3037 W 42ND AVENUE,2/3/2020,2605000,8,2487,1991,29,4050.0,49.23402770000001,-123.1736991,POINT (-123.1736991 49.23402770000001),Kerrisdale
1029,4010 W 19TH AVENUE,1/8/2019,2880000,203,3004,1939,80,5795.0,49.2554058,-123.1939977,POINT (-123.1939977 49.2554058),Dunbar-Southlands
1030,3980 W 23RD AVENUE,6/3/2019,3000000,15,2765,1931,88,4026.0,49.2517586,-123.1930284,POINT (-123.1930284 49.2517586),Dunbar-Southlands
1031,3987 TUPPER STREET,5/8/2019,2350000,147,3481,1929,90,5886.65,49.2501952,-123.1165673,POINT (-123.1165673 49.2501952),South Cambie
1032,3110 NANAIMO STREET,4/1/2019,1100000,87,1250,1943,76,5910.0,49.25618660000001,-123.0562184,POINT (-123.0562184 49.25618660000001),Renfrew-Collingwood
1033,1470 E 28TH AVENUE,10/21/2019,1600000,18,3188,1970,49,6176.0,49.2452352,-123.0743223,POINT (-123.0743223 49.2452352),Kensington-Cedar Cottage
1034,2504 E 1ST AVENUE,4/23/2019,1185000,54,2308,1956,63,4483.0,49.2692103,-123.0545156,POINT (-123.0545156 49.2692103),Hastings-Sunrise
1035,7312 VICTORIA DRIVE,7/17/2019,1500000,30,2101,1941,78,7058.04,49.2178808,-123.0656211,POINT (-123.0656211 49.2178808),Victoria-Fraserview
1036,3981 W 11TH AVENUE,1/23/2020,2798000,10,2498,1925,95,4029.0,49.2628917,-123.1929553,POINT (-123.1929553 49.2628917),West Point Grey
1037,2539 E 18TH AVENUE,9/19/2019,1245000,45,1660,1942,77,4105.0,49.254272,-123.0536146,POINT (-123.0536146 49.254272),Renfrew-Collingwood
1038,3169 WATERLOO STREET,7/22/2019,2456000,5,3303,1990,29,5517.0,49.258257,-123.1805155,POINT (-123.1805155 49.258257),Kitsilano
1039,4435 RUPERT STREET,8/6/2019,1220000,42,1857,1953,66,4573.0,49.245024,-123.0342854,POINT (-123.0342854 49.245024),Renfrew-Collingwood
1040,2606 E 5TH AVENUE,4/29/2019,1400000,58,2092,1942,77,4026.0,49.2654884,-123.052006,POINT (-123.052006 49.2654884),Hastings-Sunrise
1041,1175 WAVERLEY AVENUE,6/4/2019,1350000,50,2732,1971,48,6093.0,49.2272109,-123.0825705,POINT (-123.0825705 49.2272109),Sunset
1042,329 E 24TH AVENUE,2/26/2020,1950000,4,2152,1910,110,4057.0,49.2495189,-123.0979626,POINT (-123.0979626 49.2495189),Riley Park
1043,3432 E 23RD AVENUE,6/11/2019,1314000,43,2650,1966,53,3960.0,49.2494102,-123.0300257,POINT (-123.0300257 49.2494102),Renfrew-Collingwood
1044,3379 W 23RD AVENUE,9/11/2019,2175000,14,1636,1928,91,4026.0,49.2521812,-123.180045,POINT (-123.180045 49.2521812),Dunbar-Southlands
1045,5597 INVERNESS STREET,3/4/2019,1950000,145,2964,2012,7,4125.0,49.2337871,-123.080099,POINT (-123.080099 49.2337871),Kensington-Cedar Cottage
1046,3427 MONS DRIVE,11/6/2019,1210000,1,1446,1948,71,4510.0,49.2531863,-123.0310477,POINT (-123.0310477 49.2531863),Renfrew-Collingwood
1047,3492 E 49TH AVENUE,3/12/2020,1360000,47,2782,1972,48,4845.0,49.22365180000001,-123.0293956,POINT (-123.0293956 49.22365180000001),Killarney
1048,6282 WINDSOR STREET,12/10/2019,1380000,8,1876,1953,66,4026.0,49.227533,-123.0848677,POINT (-123.0848677 49.227533),Sunset
1049,4344 COLLINGWOOD STREET,2/28/2020,1850000,11,1932,1926,94,3630.0,49.2476068,-123.1815842,POINT (-123.1815842 49.2476068),Dunbar-Southlands
1050,2742 W 2ND AVENUE,8/30/2019,2450000,30,2409,1926,93,3960.0,49.26994759999999,-123.1673721,POINT (-123.1673721 49.26994759999999),Kitsilano
1051,2321 PARKER STREET,1/13/2020,1416000,0,1771,1947,73,4026.0,49.2758919,-123.057431,POINT (-123.057431 49.2758919),Grandview-Woodland
