Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude
256,3330 W 23RD AVENUE,7/9/2019,2318888,63,2200,1991,28,4026.0,49.2517321,-123.1793727
257,6770 SHERBROOKE STREET,2/25/2020,2190476,12,3559,2019,1,3936.0,49.2227,-123.08115
258,3256 GRANT STREET,3/8/2020,1550000,2,2386,1964,56,4158.0,49.27111350000001,-123.0352524
259,4752 VICTORIA DRIVE,9/16/2019,1264300,161,1600,1929,91,3136.0,49.242163,-123.065019
260,941 E 64TH AVENUE,8/21/2019,1808000,114,2876,2013,7,4113.18,49.21221629999999,-123.0864857
261,958 E 38TH AVENUE,10/18/2019,2556000,7,3456,2019,0,4026.0,49.2353979,-123.0855423
262,2079 W 46TH AVENUE,10/1/2019,2378000,67,2731,1924,95,6750.0,49.2300895,-123.154353
263,6172 PRINCE ALBERT STREET,11/29/2019,1365000,0,1733,1953,66,4026.0,49.2284808,-123.0876513
264,3035 CHARLES STREET,9/30/2019,1260000,7,1918,1981,38,3268.6,49.2735507,-123.0407794
265,4183 ST. GEORGE STREET,8/6/2019,1310000,39,1927,1912,107,3600.0,49.2476564,-123.0944421
266,7188 STIRLING STREET,3/4/2020,2274200,27,3529,2010,10,5040.0,49.2188866,-123.0603848
267,2760 WATERLOO STREET,2/29/2020,2830000,10,2625,2007,13,3267.0,49.2618727,-123.1795705
268,4430 W 7TH AVENUE,2/17/2020,2348500,57,2582,1938,82,3715.8,49.2661795,-123.2070048
269,1661 E 35TH AVENUE,2/28/2019,1100000,112,2212,1950,69,3630.0,49.2386879,-123.071947
270,4538 SOPHIA STREET,2/24/2020,1629000,16,2481,1910,110,3603.6,49.2439662,-123.0983919
271,2733 FRASER STREET,10/15/2019,1720000,21,2808,1913,106,2646.0,49.2601034,-123.0894188
272,3478 W 36TH AVENUE,9/9/2019,2800000,0,2823,1926,93,6512.0,49.2392765,-123.1815128
273,62 W 63RD AVENUE,2/12/2020,1990000,2,2353,1988,32,3957.0,49.21315269999999,-123.1078167
274,3577 PRICE STREET,1/22/2020,1190000,123,1672,1956,64,4570.5,49.2411194,-123.0263697
275,2375 E 37TH AVENUE,4/10/2019,1290000,76,2520,1955,64,3916.0,49.2375628,-123.057415
276,304 E 37TH AVENUE,3/30/2020,1650000,30,2034,1931,89,3936.4,49.2369981,-123.099159
277,1404 W 64TH AVENUE,7/2/2019,1520000,22,1980,1951,68,3799.0,49.2128799,-123.1379269
278,3320 E 29TH AVENUE,5/7/2019,1368888,80,2005,2002,17,3731.0,49.2442834,-123.0328818
279,1819 E 6TH AVENUE,11/4/2019,1325000,10,1058,1945,74,2500.0,49.2652532,-123.0673487
280,1666 SW MARINE DRIVE,8/14/2019,2300000,39,5615,1949,70,11700.0,49.2082316,-123.1457579
281,2521 NAPIER STREET,9/16/2019,983000,9,1480,1930,89,3564.0,49.27517839999999,-123.0540681
282,1225 EAST 35TH AVENUE,8/16/2019,1200000,4,1974,1978,41,3214.53,49.238327,-123.0799155
283,4778 FLEMING STREET,10/5/2019,1400000,13,2564,1986,33,4042.5,49.2419391,-123.0718332
284,6350 ALMA STREET,2/20/2019,2010000,143,2838,1971,48,6825.0,49.2289887,-123.1867146
285,3138 E 16TH AVENUE,5/1/2019,1430000,108,2548,1966,53,4811.45,49.2553992,-123.0381065
286,3573 TANNER STREET,7/2/2019,1088000,4,1674,1930,89,3960.0,49.2431688,-123.0285656
287,1718 LAKEWOOD DRIVE,5/9/2019,1650000,48,2682,1968,51,4026.0,49.2688755,-123.0617197
288,837 KEEFER STREET,7/15/2019,2051000,8,2915,1901,118,3050.0,49.2794359,-123.0863191
289,4023 W 15TH AVENUE,4/24/2019,2300000,108,1930,1928,91,4023.36,49.2592964,-123.1948546
290,3468 NORMANDY DRIVE,9/8/2019,1437000,15,2840,1977,42,4510.0,49.2522969,-123.0289472
291,4335 JOHN STREET,4/16/2020,1790000,23,1660,1910,110,3678.0,49.2462765,-123.0977033
292,2817 W 29TH AVENUE,9/3/2019,2430000,12,2587,1988,31,4296.0,49.24630579999999,-123.1686385
293,2986 E 42ND AVENUE,1/17/2020,2200000,9,3211,2008,12,4880.0,49.2318126,-123.0435581
294,3494 W 22ND AVENUE,1/22/2020,2241000,7,2421,1970,50,4026.0,49.2526342,-123.1815142
295,2539 E GEORGIA STREET,10/15/2019,1155000,18,1484,1913,106,3547.5,49.2784577,-123.0534812
296,225 E 57 AVENUE,9/10/2019,1560000,94,3098,1960,59,4322.0,49.21865769999999,-123.1010738
297,4206 BEATRICE STREET,10/10/2019,1538100,10,3075,1920,99,3996.0,49.2472717,-123.0661043
298,1765-1767 E 15TH AVENUE,4/8/2019,1350000,78,2525,1911,108,4026.0,49.2570492,-123.0682544
299,531 E 18TH AVENUE,5/5/2020,1449000,3,2349,1959,61,4026.0,49.2548915,-123.0930869
300,2676 E 4TH AVENUE,3/18/2020,1400000,15,1953,1942,78,4026.0,49.2664488,-123.0503037
301,425 E 63RD AVENUE,11/21/2019,1440000,16,2198,1961,58,5034.0,49.213626,-123.0971495
302,6720 INVERNESS STREET,7/15/2019,1210000,6,1880,1956,63,4092.0,49.22322519999999,-123.079835
303,2031 COLLINGWOOD STREET,10/25/2019,2025000,6,3185,1912,107,3600.0,49.2680894,-123.1820241
304,8221 CARTIER STREET,5/6/2020,1713000,6,1831,1927,93,4026.0,49.21142889999999,-123.1380928
305,4544 W 13TH AVENUE,5/12/2020,2350000,7,2694,1930,90,4026.0,49.2608895,-123.2105354
306,3296 E 6TH AVENUE,10/18/2019,1390000,13,2600,1983,36,4026.0,49.264591,-123.0342132
307,8078 HAIG STREET,9/17/2019,2300000,2,3206,2019,0,3846.0,49.2124394,-123.1367798
308,2525 W 8TH AVENUE,2/28/2020,2800000,10,2658,1922,98,6000.0,49.2651519,-123.1630696
309,3537 DUNDAS STREET,9/30/2019,1125000,22,1974,1952,67,4026.0,49.28502049999999,-123.027382
310,7061 CYPRESS STREET,5/29/2019,3000000,24,3602,1928,91,8580.0,49.2212784,-123.1500297
311,2148 GRAVELEY STREET,7/12/2019,2170000,7,2549,1911,108,4026.0,49.27024,-123.0607216
312,3116 W 3RD AVENUE,8/22/2019,2300000,7,3228,1937,82,3951.75,49.2691257,-123.174304
313,2782 E 48TH AVENUE,11/19/2019,1780000,48,3300,1955,65,6545.0,49.2256637,-123.0488712
314,5507 CHAMBERS STREET,3/9/2020,1880000,7,2878,2007,13,4998.0,49.2347731,-123.0533211
315,1665 LILLOOET STREET,1/21/2019,815000,134,400,1968,51,3842.0,49.2697954,-123.039206
316,7749 MUNROE CRESCENT,4/27/2020,1580000,3,2895,1973,47,6325.0,49.2148162,-123.0392544
317,2331 E 6TH AVENUE,8/19/2019,1899000,6,2433,1924,95,4026.0,49.2652134,-123.0575976
318,3164 E 46TH AVENUE,9/30/2019,1130000,15,1709,1962,57,3366.0,49.2282543,-123.0390348
319,1943 NAPIER STREET,12/4/2019,2200000,5,3100,1909,110,4026.0,49.27503300000001,-123.0646371
320,948 W 22ND AVENUE,7/10/2019,2118000,90,2494,1939,80,4026.0,49.2515091,-123.1259844
321,3150 GRANT STREET,12/10/2019,1495000,28,1626,1946,74,5080.0,49.2711231,-123.0376941
322,2748 DUNDAS STREET,3/3/2020,1608000,6,2763,1926,94,5856.0,49.28458999999999,-123.0482662
323,4703 COMMERCIAL STREET,4/15/2020,1333000,7,2130,1963,57,4092.0,49.2428825,-123.0682845
324,2712 WAVERLEY AVENUE,10/15/2019,1590000,3,2571,1962,57,4867.8,49.226583,-123.0513763
325,2128 W 21ST AVENUE,4/27/2020,2760000,0,1616,1930,90,6100.0,49.2533007,-123.1541761
326,3815 W 31ST AVENUE,10/17/2019,2160000,5,2911,1935,84,4293.31,49.2445211,-123.1886346
327,125 E 53RD AVENUE,8/22/2019,2388000,8,3493,1991,28,5856.0,49.2222186,-123.1031459
328,3025 WATERLOO STREET,4/14/2020,2250000,10,2259,1990,30,3696.0,49.2594474,-123.1804422
329,5149 FAIRMONT STREET,12/6/2019,1335000,58,1845,1999,21,3267.0,49.23814410000001,-123.0456711
330,82 E 45TH AVENUE,8/6/2019,1880000,8,2460,1957,62,4032.0,49.22920269999999,-123.1041918
331,3333 VENABLES STREET,4/6/2020,1357000,25,1993,1999,21,3547.5,49.27684319999999,-123.0325041
332,189 W 46TH AVENUE,4/8/2019,2060000,58,3078,1986,33,5160.0,49.2288763,-123.1104695
333,369 E 34TH AVENUE,2/14/2020,1319000,10,1809,1910,110,3481.5,49.2398226,-123.0981681
334,1222 E 61ST AVENUE,7/15/2019,1526000,20,2142,2003,16,3762.0,49.21445629999999,-123.0814538
335,265 E 36TH AVENUE,4/9/2019,1340000,93,2154,1961,58,3902.0,49.2383884,-123.1000481
336,495 E 61ST AVENUE,2/17/2020,1175000,9,1754,1954,66,3536.57,49.2150867,-123.0944295
337,3875 LILLOOET STREET,5/31/2019,1150000,39,1864,1946,73,4120.5,49.24995999999999,-123.0394587
338,125 E 22ND AVENUE,2/18/2020,2000000,6,2179,1905,115,3904.0,49.2511273,-123.1023423
339,7642 OSLER STREET,4/22/2020,1661000,5,1678,1945,75,4356.0,49.2160209,-123.1310335
340,4331 MILLER STREET,6/18/2019,999999,165,1445,1925,94,2788.0,49.2462707,-123.0692942
341,3536 WORTHINGTON DRIVE,2/10/2020,2420000,24,3856,2019,1,4513.0,49.2523462,-123.0271697
342,3962 W 30TH AVENUE,9/19/2019,2898000,6,734,1929,90,6500.0,49.2450342,-123.1926378
343,3454 E 4TH AVENUE,8/20/2019,2060000,5,2908,2018,1,4094.64,49.2664163,-123.0297023
344,2496 E 3RD AVENUE,10/17/2019,1850000,5,2466,2003,16,4026.0,49.2674045,-123.0549411
345,92 MALTA PLACE,2/8/2019,1300000,118,1680,1948,71,10287.0,49.2544177,-123.0257592
346,557 E 56TH AVENUE,7/3/2019,1175000,25,2944,1912,107,3564.0,49.2193925,-123.0937117
347,165 E 55TH AVENUE,8/13/2018,1370000,338,1950,1952,67,3882.88,49.2204087,-123.1026967
348,3276 E 2ND AVENUE,10/18/2019,1308000,20,1585,1951,68,4960.4,49.2682762,-123.0345693
349,2380 E 5TH AVENUE,5/11/2020,1520000,8,2404,1921,99,4026.0,49.2656786,-123.0570318
350,2720 W 6TH AVENUE,5/6/2019,2350000,36,2881,1914,105,2990.36,49.2664819,-123.1670494
351,273 E 58TH AVENUE,7/12/2019,1860000,34,2970,2016,3,3692.7,49.2177982,-123.1001955
352,6710 BROOKS STREET,5/21/2019,1570000,35,2732,1983,36,4617.54,49.2221291,-123.0349318
353,3517 ADANAC STREET,11/18/2019,1380000,82,2109,1988,32,3573.9,49.2777064,-123.0278194
354,1170 E 63RD AVENUE,2/21/2020,1455000,12,2426,1966,54,5583.0,49.212651,-123.082388
355,401 E 55TH AVENUE,3/26/2019,1750000,85,2537,2012,7,3696.0,49.2202028,-123.0974203
356,3472 TRIUMPH STREET,1/14/2019,1350000,150,2021,1928,91,5856.0,49.2836664,-123.0290631
357,4583 W 14TH AVENUE,2/21/2020,2068000,0,1508,1928,92,4096.0,49.26045370000001,-123.2116735
358,2866 WATERLOO STREET,11/6/2019,1850000,12,1944,1928,91,4022.9,49.2609679,-123.179588
359,6267 DUNBAR STREET,4/16/2019,1970000,158,1680,1962,57,6830.0,49.2296762,-123.1858644
360,2159 E 13TH AVENUE,3/18/2020,1550000,27,2280,1958,62,4875.0,49.2588119,-123.0609454
361,1410 E 12TH AVENUE,2/18/2020,1161900,60,2508,1911,109,4026.0,49.2593779,-123.0754291
362,2236 E 34TH AVENUE,1/2/2020,1600000,5,2621,1982,38,4026.0,49.23868299999999,-123.0607292
363,2108 E 54TH AVENUE,7/23/2019,1400000,20,2715,1976,43,4493.7,49.2200725,-123.0642064
364,1369 E 37TH AVENUE,11/25/2019,2088000,8,2588,2012,7,3630.0,49.2370972,-123.0776665
365,3262 ONTARIO STREET,12/1/2019,2505000,101,3146,1912,108,2813.58,49.2561116,-123.1046932
366,2950 W 15TH AVENUE,2/27/2020,2380000,22,2421,1990,30,4026.0,49.2584998,-123.1715282
367,3125 CHARLES STREET,11/12/2019,1250000,8,1670,1950,69,3630.0,49.2735344,-123.0383103
368,2843 E 5TH AVENUE,7/22/2019,1099000,24,1500,1950,69,4092.0,49.26595409999999,-123.0459788
369,7425 LABURNUM STREET,4/26/2019,2250000,115,2100,1953,66,6000.0,49.2178669,-123.15148
370,4081 WELWYN STREET,10/20/2019,1440000,38,2400,1989,30,4224.0,49.2486974,-123.0702815
371,5969 LANCASTER STREET,12/8/2019,1418000,77,2341,1981,39,4026.0,49.2297857,-123.0421524
372,342 W 20TH AVENUE,2/19/2020,2450000,6,2387,1938,82,3795.0,49.2526674,-123.111777
373,3005 E 3RD AVENUE,2/10/2020,1970000,10,3808,1989,31,6640.2,49.26782799999999,-123.0413082
374,3668 W 3RD AVENUE,4/22/2019,2980000,85,3435,1911,108,3960.0,49.26922820000001,-123.1851003
375,1025 E 50TH AVENUE,2/13/2020,1728888,14,2288,2003,17,4290.0,49.2246739,-123.0846798
376,790 W 59TH AVENUE,11/27/2019,1950000,3,2634,1993,26,4290.0,49.2167894,-123.1230852
377,5094 ROSS STREET,3/2/2020,1190000,8,880,1946,74,3234.0,49.2383208,-123.0821098
378,2654 E 3RD AVENUE,6/19/2019,1433800,64,1899,1948,71,5696.0,49.26741519999999,-123.0507566
379,3260 GRAVELEY STREET,5/19/2020,1048000,1,1500,1941,79,3846.0,49.2702092,-123.0349967
380,442 E 50TH AVENUE,8/27/2019,1570000,1,3389,1976,43,5536.96,49.2244049,-123.0960875
381,5163 SOMERVILLE STREET,10/8/2019,1370000,29,2363,1971,48,3300.0,49.2379432,-123.0860754
382,7480 MAIN STREET,7/29/2019,1524900,17,2070,2000,19,3465.0,49.2169764,-123.1015977
383,2090 E 5TH AVENUE,5/20/2020,1632000,5,1560,1946,74,4026.0,49.26571939999999,-123.0622224
384,1931 GARDEN DRIVE,1/27/2020,1512000,7,1814,1964,56,3000.0,49.2672044,-123.0584296
385,7491 LABURNUM STREET,8/1/2019,2400000,20,2568,1953,66,6389.0,49.2173179,-123.1515123
386,3757 W 29TH AVENUE,6/28/2019,2480000,116,3511,1950,69,6450.0,49.2464327,-123.1876671
387,460 E KING EDWARD AVENUE,6/10/2019,1325000,47,1792,1996,23,3200.0,49.2485084,-123.095127
388,3941 W 24TH AVENUE,3/10/2020,2330000,21,2226,1921,99,4026.0,49.25131289999999,-123.1920336
389,3218 E 62ND AVENUE,6/19/2019,1550000,33,3479,1973,46,7000.0,49.2132711,-123.0364068
390,2796 E 16TH AVENUE,2/12/2020,1381000,82,1565,1939,81,5478.48,49.25514,-123.04733
391,3674 ETON STREET,8/13/2019,2199000,10,3262,2014,5,4025.0,49.2873758,-123.0240206
392,6850 LAUREL STREET,6/11/2019,2880000,68,3475,1957,62,8265.0,49.2232347,-123.1248716
393,5407 DUMFRIES STREET,2/25/2020,1680000,47,2790,1956,64,4880.0,49.2355473,-123.0745586
394,3375 EUCLID AVE AVENUE,5/7/2020,1180000,12,2275,1986,34,3630.0,49.2372351,-123.0349415
395,2939 TURNER STREET,2/24/2020,1320000,7,2497,1929,91,4356.0,49.2792873,-123.0429818
396,8056 HAIG STREET,6/2/2018,1480000,540,1633,1948,71,3861.0,49.21258270000001,-123.1366537
397,2488 HARRISON DRIVE,12/16/2019,2050000,23,3285,1988,32,5400.0,49.2116576,-123.0562806
398,2116 W 46TH AVENUE,2/3/2020,2118000,11,2383,1989,31,3910.5,49.2296874,-123.1565672
399,1875 E 39TH AVENUE,9/18/2019,1195000,2,1677,1949,70,3370.0,49.23471809999999,-123.0676236
400,3336 W 37TH AVENUE,2/4/2019,2368000,150,2807,1922,97,5475.0,49.2383301,-123.1794295
401,2311 CYPRESS STREET,5/15/2020,2560000,6,2338,2007,13,2000.0,49.2652391,-123.1483663
402,473 E 55TH AVENUE,11/1/2019,1475000,23,2346,1930,89,4026.0,49.2202389,-123.0951259
403,5514 CULLODEN STREET,3/23/2020,2040000,8,3571,2014,6,4026.0,49.2345833,-123.0780408
404,3586 BELLA-VISTA STREET,10/23/2019,1718000,6,3271,1910,110,4080.0,49.2526656,-123.0702681
405,3598 DUNDAS STREET,5/6/2019,1500000,38,2325,1937,82,4026.0,49.2845703,-123.0259965
406,6181 SHERBROOKE STREET,8/19/2019,1552888,6,2709,1970,49,5700.0,49.2280927,-123.0817135
407,653 W 18TH AVENUE,1/17/2020,2200000,7,2400,1987,33,4026.0,49.2554325,-123.1192731
408,3562 E GEORGIA STREET,8/19/2019,1148000,63,1613,1909,110,3597.0,49.2780919,-123.0268631
409,6589 KILLARNEY STREET,6/6/2019,1588000,9,3066,1986,33,6325.5,49.2238403,-123.0461816
410,2495 E 34TH AVENUE,10/8/2019,1558800,47,1991,2011,8,3640.0,49.2390491,-123.0547554
411,2880 E 22ND AVENUE,3/5/2020,1268000,5,2423,1961,59,3960.0,49.2503598,-123.0450518
412,773 E 59TH AVENUE,6/4/2019,1385000,144,2400,1993,26,3974.0,49.2167355,-123.0886945
413,2243 RENFREW STREET,12/2/2019,1364000,125,2650,1940,80,4026.0,49.2643851,-123.0446941
414,186 W 22ND AVENUE,2/20/2020,2830000,4,2812,1978,42,4900.5,49.2507973,-123.1094493
415,1559 E 41 AVENUE,5/28/2019,965000,54,1600,1949,70,3300.0,49.23293959999999,-123.0735187
416,2283 E 38TH AVENUE,9/5/2019,1731000,3,3715,1985,34,6230.0,49.2361808,-123.0596596
417,2754 E 27TH AVENUE,8/12/2019,1650000,8,2693,2012,7,3696.0,49.2461186,-123.0482984
418,4334 ST. CATHERINES STREET,10/15/2019,1650000,8,2653,1988,31,4379.2,49.2462136,-123.0855347
419,3154 E 4TH AVENUE,7/30/2019,1372000,13,2493,1980,39,4154.0,49.266405,-123.0376965
420,3075 W 5TH AVENUE,5/22/2019,2420000,100,3227,1926,93,3630.0,49.2677854,-123.1733954
421,6612 KILLARNEY STREET,9/9/2019,1850000,1,2479,1957,62,7052.0,49.2237454,-123.0454662
422,2208 E 42ND AVENUE,7/4/2019,1320000,103,1746,1993,26,3024.84,49.231846,-123.0617805
423,3611 OXFORD STREET,10/11/2019,1590000,4,2802,1980,39,4519.2,49.2859144,-123.0253133
424,2965 E 6TH AVENUE,11/12/2019,1668000,15,2475,2001,18,4026.0,49.2649681,-123.0425996
425,2142 E 49TH AVENUE,11/12/2019,1480000,6,2636,1976,43,4521.0,49.2248926,-123.0637228
426,1279 E 53 AVENUE,5/24/2019,1150000,22,1907,1962,57,3696.0,49.2220609,-123.08054
427,5874 INVERNESS STREET,7/8/2019,1080000,36,2206,1914,105,4035.9,49.231171,-123.0795626
428,7899 HEATHER STREET,10/15/2019,1748000,56,2409,1962,57,4773.6,49.2133821,-123.1243475
429,172 E 60TH AVENUE,10/17/2019,2330000,46,4244,2014,5,4715.0,49.2156172,-123.1030373
430,3198 E 1ST AVENUE,7/18/2018,1250000,492,2184,1956,63,4397.67,49.2692251,-123.0366384
431,1926 E 36TH AVENUE,8/30/2019,1640000,4,2607,1914,105,3488.0,49.2373172,-123.0667764
432,7972 SOPHIA STREET,4/9/2019,1500000,78,3108,1960,59,4026.0,49.2128531,-123.1000174
433,1525 E 55TH AVENUE,7/9/2019,1365000,28,1334,1954,65,4707.0,49.2197633,-123.0743677
434,3592 PETERSHAM AVENUE,9/9/2019,1700000,49,2714,1997,22,4476.0,49.2271761,-123.0259701
435,3189 CROWN STREET,6/28/2019,2910000,175,2680,2013,7,4000.0,49.2583752,-123.1943814
436,142 E 43RD AVENUE,2/11/2020,1250000,7,3044,1960,60,3551.8,49.2307518,-123.1026456
437,5995 BEATRICE STREET,7/3/2019,1338000,4,2387,1977,42,3960.0,49.2297556,-123.0673501
438,220 E 54TH AVENUE,3/7/2020,1320000,6,1438,1941,79,3894.4,49.2208359,-123.1010278
439,2948 W 21ST AVENUE,1/20/2020,2761000,7,2704,1992,28,4514.0,49.2534468,-123.1714544
440,2795 W 31ST AVENUE,5/13/2019,2730000,22,2800,1940,79,7297.36,49.2444126,-123.167734
441,2564 W 12TH AVENUE,8/29/2019,2250000,6,3342,1912,107,6250.0,49.2609124,-123.1640397
442,3228 CHARLES STREET,2/18/2020,1560000,6,2456,1993,27,4191.0,49.2730255,-123.0356812
443,2804 W 34TH AVENUE,5/13/2019,2198000,28,2296,1943,76,4927.0,49.24113089999999,-123.168262
444,2059 CHARLES STREET,10/23/2019,1465000,6,1397,2019,0,2332.11,49.2732053,-123.0624333
445,118 TEMPLETON DRIVE,9/23/2019,1385000,66,2366,1913,106,3019.5,49.2835528,-123.0594852
446,3265 E 21ST AVENUE,3/2/2020,1300000,7,2248,1966,54,3630.0,49.2517272,-123.035281
447,1610 E 59TH AVENUE,5/28/2019,2133000,111,3432,2019,0,3889.05,49.2160869,-123.0736582
448,3494 DIEPPE DRIVE,5/1/2019,1545000,90,2360,2003,16,4620.0,49.25292719999999,-123.0243549
449,3092 E 5TH AVENUE,10/7/2019,1280000,4,2368,1961,58,4026.0,49.26544819999999,-123.0394301
450,1920 CHARLES STREET,8/19/2019,1050000,50,2610,1912,107,2978.0,49.272793,-123.0651047
451,2976 E 42ND AVENUE,5/25/2020,1557000,2,1590,1947,73,4878.8,49.2317876,-123.0438638
452,2794 PANDORA STREET,4/6/2020,1224000,5,2210,1911,109,4026.0,49.2828001,-123.0471388
453,442 E 15TH AVENUE,1/20/2020,1467500,8,1595,1912,108,2762.0,49.2571557,-123.0952458
454,1437 E 63RD AVENUE,1/7/2020,1500000,2,2420,1959,61,5540.0,49.2131074,-123.0761001
455,4391 ST. CATHERINES STREET,4/27/2020,1460000,2,974,1946,74,3729.0,49.2457073,-123.0862454
456,5883 DUMFRIES STREET,7/29/2019,2195000,2,3850,2017,2,4067.25,49.2308627,-123.0747653
457,7250 GLADSTONE STREET,5/22/2019,2238095,76,4012,2018,1,4955.72,49.2185088,-123.0617368
458,1462 E 20TH AVENUE,2/21/2020,1460000,4,2591,1963,57,3960.0,49.2523509,-123.0741564
459,7142 INVERNESS STREET,5/10/2019,2180952,101,3857,2018,1,4567.0,49.2193767,-123.0797127
460,2690 WILLIAM STREET,11/13/2019,1130000,25,825,1944,75,3564.0,49.2739598,-123.0497906
461,605 E 48TH AVENUE,1/14/2019,1320000,182,3316,1910,109,3762.0,49.2267508,-123.0924359
462,5829 FLEMING STREET,5/11/2020,2175000,11,3415,2016,4,4108.0,49.23145,-123.0732182
463,4084 W 14TH AVENUE,6/3/2019,2320000,31,2404,1926,93,4026.0,49.2597811,-123.1964576
464,6570 NANAIMO STREET,6/20/2019,1300000,25,2411,1964,55,4356.0,49.2242572,-123.0588186
465,6207 ELGIN STREET,8/20/2019,1450000,96,2802,1971,48,5456.0,49.2281668,-123.0842385
466,770 E 24TH AVENUE,3/9/2020,1558000,8,2232,1913,107,2218.75,49.2489887,-123.088383
467,2033 E 35TH AVENUE,11/7/2019,1343000,2,2112,1928,91,4870.68,49.2382861,-123.0645573
468,4312 DUMFRIES STREET,11/12/2019,1625000,6,2371,1968,51,5154.68,49.2463621,-123.0731403
469,2848 W 23RD AVENUE,7/16/2019,2350000,89,2832,1947,72,5368.0,49.2516729,-123.1689031
470,7857 NANAIMO STREET,5/29/2019,1445000,96,1490,1954,65,5880.0,49.2128023,-123.0597293
471,2880 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,4636.0,49.2588127,-123.0618759
472,6255 BROOKS STREET,6/28/2019,2300000,90,3668,2011,8,5244.75,49.2270173,-123.0353722
473,5828 ORMIDALE STREET,9/23/2019,1669500,12,2738,1997,22,4574.12,49.2315365,-123.0247524
474,4825 ROSS STREET,3/10/2020,1631000,2,1980,2002,18,3597.75,49.2413371,-123.0818553
475,2028 E 27TH AVENUE,2/20/2019,950000,115,2009,1912,107,4204.2,49.24655050000001,-123.0643222
476,3678 E 25TH AVENUE,2/21/2019,1200000,142,2098,1954,65,5127.98,49.2477087,-123.0246428
477,3465 E 50TH AVENUE,3/5/2020,1549000,7,2834,1971,49,5884.53,49.223502,-123.0301599
478,152 W 48TH AVENUE,3/6/2020,2880000,8,2957,2016,4,4027.0,49.2265697,-123.1095403
479,2610 DUNDAS STREET,5/8/2019,1050000,112,1473,1926,93,4026.0,49.28460579999999,-123.0511939
480,2731 NANAIMO STREET,8/12/2019,1900000,73,2713,1998,21,4552.35,49.2600612,-123.0570432
481,1095 E 39TH AVENUE,7/30/2019,1410000,3,2096,1995,24,3998.32,49.2349066,-123.0827018
482,2688 E 21ST AVENUE,8/19/2019,1800000,94,2497,2013,6,3633.0,49.2513154,-123.0504626
483,2707 E GEORGIA STREET,11/29/2019,1405000,12,2686,1974,45,4026.0,49.27841979999999,-123.0488817
484,3504 W 24 AVENUE,10/9/2019,2100000,12,1962,1978,41,3904.0,49.2507998,-123.1820843
485,4975 ELGIN STREET,9/24/2019,1500000,5,2100,2002,17,3300.0,49.2395322,-123.0837831
486,5195 HOY STREET,12/3/2019,999000,76,2000,1912,108,3863.0,49.23748089999999,-123.0262081
487,644 HAWKS AVENUE,11/12/2019,2040000,13,2506,1905,114,6100.0,49.2785411,-123.0870863
488,444 E 38TH AVENUE,2/7/2020,1420000,0,1315,1913,107,3894.58,49.23601559999999,-123.0953846
489,1626 E 56TH AVENUE,3/10/2020,1480000,7,2246,1954,66,5190.0,49.2188099,-123.0734095
490,2137 W 22ND AVENUE,8/19/2019,2760000,2,3367,1920,99,6100.0,49.2528176,-123.154412
491,187 E 39TH AVENUE,9/13/2019,1228800,4,1054,1947,72,3437.2,49.2355995,-123.1019461
492,895 E 58TH AVENUE,10/4/2019,1590000,35,2715,1993,26,3828.0,49.2175514,-123.0866635
493,993 BROUGHTON STREET,4/3/2019,2600000,192,4026,1905,114,2882.0,49.2860495,-123.133226
494,850 W 32ND AVENUE,11/29/2019,2602000,42,2772,1956,64,7650.0,49.2421455,-123.1243201
495,6182 BEATRICE STREET,2/24/2020,1610000,7,2343,1985,35,3877.5,49.22794709999999,-123.066653
496,5918 SHERBROOKE STREET,7/4/2019,1262000,3,2167,1965,54,4042.0,49.2306444,-123.0809424
497,6869 DOMAN STREET,11/4/2019,1450000,2,2570,1953,66,4840.0,49.2215093,-123.0370759
498,1034 E 37TH AVENUE,2/11/2020,1538000,9,2320,1983,37,4026.0,49.23626369999999,-123.0839736
499,1215 E 62ND AVENUE,1/16/2020,1353777,0,2642,1966,54,3781.95,49.2140371,-123.0814456
500,1303 E 51ST AVENUE,3/16/2020,1514000,7,2376,1983,37,4010.0,49.22356360000001,-123.0797652
501,643 E CORDOVA STREET,1/29/2020,1233000,21,2272,1901,119,3172.0,49.2823158,-123.090425
502,111 E 24TH AVENUE,2/17/2020,1383000,7,1512,1910,110,2450.32,49.2497157,-123.1029424
503,6574 VINE STREET,11/20/2019,2050000,20,2141,1978,41,3453.08,49.2262271,-123.1598026
504,1648 W 63RD AVENUE,10/8/2019,1500000,2,1950,1930,89,3828.0,49.21386529999999,-123.1448736
505,408 E KING EDWARD AVENUE,5/19/2020,1350000,6,2182,1984,36,3623.0,49.2485897,-123.0964077
506,5038 ANN STREET,6/16/2019,1120000,4,2168,1969,50,3493.05,49.2385733,-123.0284505
507,3549 HAIDA DRIVE,12/6/2019,2243286,1,3788,2018,1,4510.0,49.2542268,-123.0267199
508,3167 E GEORGIA STREET,2/21/2020,1200000,6,2070,1912,108,3630.0,49.2784565,-123.0371892
509,2858 E 4TH AVENUE,5/7/2020,1250000,7,1868,1927,93,4092.0,49.266471,-123.0457115
510,31 W 63RD AVENUE,3/3/2020,1812000,6,2244,1967,53,3869.25,49.2136155,-123.1075245
