Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m
1145,1750 E 15TH AVENUE,2/13/2020,1408000,1,1927,1960,60,4045.0,49.25661299999999,-123.068692,5712.883800966132
1146,1836 E 7TH AVENUE,2/29/2020,2190000,11,2631,1911,109,3132.0,49.2639378,-123.0670443,4832.650228666015
1147,2275 W KING EDWARD AVENUE,9/6/2019,2788000,43,3811,1990,29,6092.0,49.2508399,-123.1574952,5788.041167364881
1148,450 SALSBURY DRIVE,8/27/2019,1310000,33,2364,2010,9,1762.0,49.2806517,-123.0680328,3649.4956991752465
1149,4783 FAIRMONT STREET,7/29/2019,1140000,50,1981,1963,56,3283.0,49.24122999999999,-123.0430153,8001.7386013146
1150,3058 18TH AVENUE,8/29/2019,1500000,44,2794,1966,53,5458.0,49.2537652,-123.0401584,7706.960470808419
1151,19 W 62ND AVENUE,3/20/2020,1555000,3,2161,1914,106,3998.61,49.2144604,-123.1072093,8272.15378347891
1152,2666 E 53RD AVENUE,1/8/2020,1780000,3,2572,1959,61,6014.0,49.2209219,-123.053339,9319.294449510066
1153,827 E 18TH AVENUE,6/29/2019,1388000,78,1826,2007,12,2494.0,49.25472,-123.0871054,4175.420088799911
1154,11 S KASLO STREET,2/3/2020,1680100,6,2938,1971,49,5856.0,49.28458,-123.0470631,5213.265596547457
1155,798 CASSIAR STREET,5/21/2019,1275000,17,1900,1994,25,3609.05,49.2775962,-123.0305831,6396.105576686155
1156,3282 W 33RD AVENUE,9/20/2019,2450000,81,3059,1930,89,7810.0,49.2420981,-123.1778242,7843.7109693484335
1157,2633 E 2ND AVENUE,6/24/2019,1160000,10,2242,1927,92,4026.0,49.2687164,-123.051242,5324.310383608777
1158,2161 E 28TH AVENUE,2/10/2020,1360000,6,1468,1942,78,4204.2,49.246056,-123.061512,6478.43025017418
1159,2706 CHEYENNE AVENUE,3/16/2020,1200000,7,2540,1968,52,4143.75,49.24140569999999,-123.0492668,7548.5297020243715
1160,1656 W 69TH AVENUE,2/4/2020,2250000,31,2429,1953,67,6000.0,49.20932699999999,-123.1454376,9735.871745044058
1161,2036 E BROADWAY STREET,2/13/2020,1588000,5,1900,1948,72,4026.0,49.262012,-123.0632161,5204.198709972747
1162,2919 W 43RD AVENUE,7/23/2019,2430000,55,2974,1975,44,4455.0,49.2330586,-123.1709588,8287.72625444394
1163,156 E 22ND AVENUE,6/19/2019,1225000,84,1706,1909,110,3295.0,49.2507874,-123.1020629,4263.367030360799
1164,2450 OLIVER CRESCENT,6/13/2019,2800000,27,2282,1951,68,6220.47,49.24994479999999,-123.1611966,5655.487669113036
1165,3241 E 28TH AVENUE,6/10/2019,1320000,12,2440,1977,42,3960.0,49.2456189,-123.0356793,8363.465639789212
1166,476 E 49TH AVENUE,12/9/2019,1238000,3,1665,1949,71,4106.36,49.2252638,-123.0946424,7335.209991280426
1167,756 W 64TH AVENUE,12/21/2019,2900000,22,3215,2006,14,5346.86,49.21210610000001,-123.1222557,8500.638242779045
1168,7840 PRINCE ALBERT STREET,1/7/2020,1285000,1,2300,1958,62,3979.46,49.2134234,-123.0877222,8820.33567619758
1169,2082 CHARLES STREET,9/24/2019,1327000,11,1263,2017,2,1696.0,49.2728287,-123.0623435,4341.965406031945
1170,2915 MCGILL STREET,5/23/2019,1555000,50,2904,1928,91,6029.56,49.2890108,-123.0436149,5690.7644643633075
1171,2277 E 28TH AVENUE,8/5/2019,2660000,22,4809,2016,3,6039.0,49.2460434,-123.0589006,6751.304875982708
1172,5385 EARLES STREET,7/10/2019,1065000,14,2400,1947,72,4007.52,49.2360927,-123.0492278,7722.783822278969
1173,2476 E 6TH AVENUE,9/3/2019,1638000,6,3586,1982,37,6039.0,49.2645904,-123.0552108,5549.701971207896
1174,1764 W 57TH AVENUE,5/2/2019,2050000,61,3298,1931,88,5600.0,49.21919519999999,-123.1470725,8210.428479485958
1175,1231 SE MARINE DRIVE,11/14/2019,935000,7,2010,1958,61,3201.0,49.21135839999999,-123.0815059,9551.401544941467
1176,151/153 W 18TH AVENUE,10/25/2019,2250000,6,2611,1924,95,4537.5,49.2549502,-123.1085707,3540.2923669945435
1177,3654 E PENDER STREET,7/17/2019,1900000,78,4419,2015,4,5115.0,49.2800085,-123.0246163,6946.115969036847
1178,4334 PRINCE EDWARD STREET,6/27/2019,1265000,0,1500,1957,62,3577.5,49.24626869999999,-123.0965568,4815.571726613724
1179,3520 W 31 AVENUE,3/16/2020,2240000,7,2530,1975,45,4318.0,49.2440018,-123.1830625,7873.212465675482
1180,842 KEEFER STREET,8/27/2019,2100000,6,2727,1910,109,3050.0,49.2790243,-123.0862359,2347.189962132895
1181,7315 NANAIMO STREET,3/27/2020,1480000,3,2462,1964,56,4225.0,49.2177453,-123.0595786,9333.526101032827
1182,1108 W 41ST AVENUE,6/18/2019,2080000,15,2584,1947,72,7405.0,49.2337236,-123.1303646,6396.030433316421
1183,1738 W 49TH AVENUE,7/18/2019,2483810,4,2624,2018,1,3748.8,49.22683139999999,-123.1462922,7363.065228764068
1184,419 E 60TH AVENUE,11/12/2019,1372000,60,2271,1982,38,3892.0,49.2159906,-123.0968043,8341.634879564874
1185,6988 MCKINNON STREET,1/23/2019,2825000,203,4625,2017,2,5500.0,49.22033159999999,-123.0388141,9944.686536475301
1186,5704 KERR STREET,3/2/2020,1252000,4,2553,1941,79,4121.7,49.2327917,-123.0398764,8418.87713444174
1187,6675 BERKELEY STREET,12/9/2019,1715000,27,2610,1994,26,4356.0,49.2233291,-123.058064,8765.66735559073
1188,3158 WELLINGTON AVENUE,10/8/2019,1400000,22,2497,1970,49,5155.72,49.24351859999999,-123.0392251,8113.769456709127
1189,136 E 44TH AVENUE,8/7/2019,1290000,62,1841,1944,75,3894.4,49.2300997,-123.1029636,6502.914943475887
1190,375 W 23RD AVENUE,3/17/2020,2470000,6,2597,1911,109,4900.0,49.2503514,-123.1122968,3867.523715311144
1191,6483 WILTSHIRE STREET,11/1/2019,2700000,114,3841,1928,92,8775.0,49.2272863,-123.1469298,7363.065228764068
1192,3505 FLEMING STREET,1/20/2020,1030000,8,1600,1910,110,2722.5,49.2533902,-123.0717994,5423.359370398476
1193,3234 PRINCE EDWARD STREET,3/9/2020,950000,26,1601,1912,108,2382.36,49.2560207,-123.0962146,3705.260648992596
1194,555 E 7TH AVENUE,1/20/2020,1660000,1,2322,1905,115,4026.0,49.2644984,-123.0916916,3162.8772953137272
1195,3809 W 24TH AVENUE,4/29/2020,2315000,13,2235,1978,42,4026.0,49.2512763,-123.1884488,7838.388841994024
1196,7550 JASPER CRESCENT,1/27/2020,1869000,77,3578,1992,28,6348.0,49.2157655,-123.0697578,9375.989977279165
1197,5023 SHERBROOKE STREET,7/11/2019,1190000,3,945,1946,73,3234.0,49.2390347,-123.0816389,6280.493199025273
1198,1979 CHARLES STREET,9/4/2019,2048000,27,2066,2019,0,2732.8,49.2731754,-123.0638807,4215.520302146512
1199,6183 DUMFRIES STREET,9/12/2019,1885000,100,2857,2012,8,4049.0,49.2282149,-123.0747911,7638.189591090994
1200,3172 E 62ND AVENUE,5/26/2020,1601000,3,2119,1973,47,7000.0,49.2134075,-123.037446,10834.438799040825
1201,2988 E 52ND AVENUE,11/1/2019,1844000,21,2728,2019,0,3978.0,49.221523,-123.0431459,9724.429738863413
1202,2080 CASSIAR STREET,8/21/2019,1230000,28,2458,1966,53,4131.58,49.2659511,-123.030863,7162.013593976744
1203,5229 WINDSOR STREET,1/22/2020,1500000,5,2136,1970,50,3300.0,49.23756729999999,-123.0849536,6170.72560955519
1204,5260 INVERNESS STREET,4/27/2020,1425000,25,1838,1910,110,3382.0,49.2372548,-123.0799994,6507.557778983092
1205,622 W 27TH AVENUE,7/5/2019,3000000,38,2489,1945,74,7063.0,49.2468626,-123.1190457,4241.114509324991
1206,4733 FLEMING STREET,6/13/2019,1550000,105,2400,1993,26,4102.0,49.2424993,-123.0725155,6119.64285896972
1207,908 NOOTKA STREET,10/24/2019,1430000,56,1791,1958,62,3435.3,49.2762875,-123.041086,5559.748635122825
1208,3675 W 24TH AVENUE,8/20/2018,1900000,303,2287,1993,26,4029.3,49.25127639999999,-123.1864687,7627.815662858665
1209,3465 SEAFORTH DRIVE,8/20/2019,1230000,61,1570,1948,71,6088.62,49.25423,-123.0313767,8210.953984588697
1210,6695 CLARENDON STREET,4/16/2019,1450000,112,2484,1964,55,4889.0,49.2228102,-123.0565441,9015.007921766222
1211,4547 WELWYN STREET,9/5/2019,1450000,56,2398,1927,92,3146.0,49.2440708,-123.0703689,6005.076832717522
1212,3247 W 6TH AVENUE,3/2/2020,2255000,55,2366,1927,93,3630.0,49.2669783,-123.1768828,5460.246490849982
1213,2403 CAMBRIDGE STREET,2/4/2019,1400000,207,2575,1909,110,4021.0,49.28698989999999,-123.0561165,4738.867445659249
1214,555 E 52ND AVENUE,1/3/2020,1715000,44,3000,1979,41,4880.0,49.2229213,-123.093184,7645.861192913359
1215,4045 PERRY STREET,7/5/2019,1145000,50,2310,1965,54,3861.0,49.2491116,-123.0715655,5551.066712994713
1216,120 E 41ST AVENUE,6/14/2019,1313000,18,2230,1961,58,3795.0,49.23286479999999,-123.1029742,6251.963552139296
1217,2909 GRAVELEY STREET,9/16/2019,1188000,3,1980,1940,79,4254.5,49.27064319999999,-123.0438017,5911.9055012868885
1218,2858 E 23RD AVENUE,12/30/2019,2100000,7,3450,2019,1,3960.0,49.2494299,-123.04519,7642.207140742856
1219,5750 ATHLONE STREET,7/12/2019,2700000,4,3300,1927,92,8700.0,49.2336798,-123.1362021,6479.80438811328
1220,241 W 22ND AVENUE,7/8/2019,2900000,6,2823,2003,16,4026.0,49.25129020000001,-123.1106085,3952.174243131366
1221,1258 E 27TH AVENUE,11/5/2019,1360000,6,1518,1945,74,4752.0,49.2462352,-123.0789459,5351.672959274846
1222,542 E 50TH AVENUE,9/3/2019,1519000,9,2395,1912,107,4356.0,49.2243374,-123.0933669,7441.690584891558
1223,3084 GRANDVIEW HIGHWAY,6/19/2019,1110000,6,2523,1937,82,4866.8,49.2578956,-123.0395509,7290.758461024605
1224,2209 E 7TH AVENUE,10/3/2019,1510000,0,1894,1923,96,4191.0,49.2644757,-123.0597404,5150.420415761242
1225,2281 E 40TH AVENUE,3/29/2019,1880000,204,3151,2003,16,5605.6,49.2343357,-123.0595372,7551.273144323972
1226,1277 E 64TH AVENUE,12/2/2019,1433000,3,2577,1992,27,3960.0,49.2121868,-123.0805144,9515.94550725955
1227,2349 ROSEDALE DRIVE,2/12/2020,1716250,22,2797,1968,52,6960.0,49.2079529,-123.0578403,10653.61279891439
1228,136 E 53RD AVENUE,11/14/2018,1830000,370,2336,1996,23,3897.0,49.221763,-123.1030582,7427.368618745111
1229,3798 PUGET DRIVE,10/8/2019,3000000,8,2997,2016,3,3513.34,49.2529417,-123.1734344,6610.675583854269
1230,1568 E 58TH AVENUE,7/19/2019,2600000,48,3744,2015,4,5117.5,49.2170702,-123.0745492,8862.646490862602
1231,4470 W 12TH AVENUE,10/24/2019,2800000,7,2444,1995,24,4026.0,49.2617868,-123.2082826,8285.716689865078
1232,1606 E 59TH AVENUE,4/8/2020,2400000,31,3720,2019,1,4242.6,49.2161579,-123.073814,9069.10468952223
1233,1310 E 24TH AVENUE,1/27/2020,1555000,7,2442,1924,96,3414.0,49.2488129,-123.077776,5149.398324223142
1234,2128 W 46TH AVENUE,10/1/2019,2950000,121,2814,2016,4,3919.0,49.2296828,-123.1568251,7534.268320843628
1235,4093 DUNBAR STREET,3/11/2019,2761905,85,3082,2019,0,3630.0,49.250293,-123.1855746,7565.881975392069
1236,818 W 24TH AVENUE,6/10/2019,2850000,21,2594,2009,10,4323.0,49.2498898,-123.122848,4123.398497026793
1237,3107 E 29TH AVENUE,8/12/2019,1240200,20,2525,1973,46,3544.0,49.2448095,-123.0387685,8116.961046050688
1238,750 W 52ND AVENUE,2/27/2020,2500000,5,4370,1959,61,6957.0,49.223099,-123.1221261,7186.228714863545
1239,3189 E 5TH AVENUE,6/4/2019,1235000,6,1774,1927,92,4154.0,49.2659538,-123.037033,6763.842351975373
1240,6816 TODERICK STREET,6/19/2019,1988000,5,3745,1972,47,11351.0,49.2219567,-123.0307545,10121.622207356044
1241,8150 FRENCH STREET,12/29/2018,2715000,264,2971,2011,8,4111.0,49.2118975,-123.1387875,8927.80677343253
1242,2551 PANDORA STREET,11/29/2019,1475000,9,2849,1941,78,4026.0,49.2831942,-123.0532147,4990.494049989171
1243,2956 WATERLOO STREET,3/18/2020,1900000,50,2252,1927,93,3960.0,49.2601454,-123.1796353,6373.707173754749
1244,4550 GOTHARD STREET,7/1/2019,1085000,95,1673,1926,93,3630.0,49.2439775,-123.0513431,7243.979983867129
1245,5557 STAMFORD STREET,5/1/2019,1190000,209,1459,1959,60,4818.0,49.2338637,-123.0315201,9059.603271831736
1246,2938 W 20TH AVENUE,7/24/2019,2848000,20,2475,1991,28,4026.0,49.2544095,-123.1711843,6175.778576573638
1247,5855 LINCOLN STREET,3/25/2019,1438000,162,3172,1929,90,6276.0,49.2309841,-123.0268212,9460.007530196835
1248,2475 E 54TH AVENUE,2/19/2020,1950000,65,3850,1981,39,8745.0,49.22048969999999,-123.0569279,9295.708439683627
1249,4563 W 11TH AVENUE,2/19/2020,2300000,8,2270,1932,88,4019.4,49.2631372,-123.2111505,8408.333249896452
1250,5939 BATTISON STREET,7/16/2019,1588000,13,2628,1970,49,6534.0,49.2298986,-123.030979,9335.21696795385
1251,2343 E 2ND AVENUE,4/20/2020,1450000,7,2106,1926,94,4026.0,49.2688334,-123.0574254,4890.416655697217
1252,6568 BALSAM STREET,5/21/2019,1746000,30,2214,1922,97,3450.0,49.22633860000001,-123.1609631,8229.546073550937
1253,2860 LAKEWOOD DRIVE,5/10/2019,1150000,55,1950,1928,91,3416.0,49.25893,-123.06184,5651.888210680308
1254,5742 SHERBROOKE STREET,2/20/2020,1470000,6,2304,1984,36,4026.0,49.2321825,-123.0808654,6907.215022013151
1255,807 W 61ST AVENUE,10/28/2019,1750000,6,2589,1977,42,4286.7,49.2158094,-123.1247251,8083.001695906643
1256,1271 E 14TH AVENUE,11/25/2019,1985000,14,2651,1927,92,6350.0,49.2580558,-123.0783553,4710.145767552151
1257,3085 E 28 AVENUE,6/14/2019,1070000,34,1730,1932,87,3729.0,49.2456447,-123.0396676,8183.352142876376
1258,5086 ROSS STREET,7/8/2019,953000,35,1572,1946,73,3234.0,49.238403,-123.0821187,6287.690021374027
1259,3382 CHURCH STREET,7/10/2019,960000,56,1700,1930,89,4026.0,49.23365860000001,-123.0329769,8757.863554040603
1260,1144 E 21ST AVENUE,9/26/2019,1250000,2,2250,1993,26,4026.0,49.2515671,-123.0808252,4765.875219498768
1261,4314 PRINCE EDWARD STREET,3/16/2020,1960000,7,2017,1993,27,3577.5,49.2464421,-123.0965424,4854.908747918916
1262,5865 BATTISON STREET,3/22/2019,1030000,131,1700,1930,89,4356.0,49.2307662,-123.0309941,9159.59381422896
1263,575 W 17TH AVENUE,5/21/2019,1820000,55,2392,1927,92,4023.36,49.2562681,-123.1170544,3087.5684076937932
1264,6515 ELLIOTT STREET,10/28/2019,1386000,2,2020,1962,57,5567.07,49.224583,-123.0550699,8745.52755208293
1265,1308 E 61ST AVENUE,2/27/2020,1350000,26,2432,1957,63,3795.0,49.2144328,-123.079813,9213.49811539445
1266,2045 E 51ST AVENUE,9/3/2019,1275000,2,1786,1946,73,4026.0,49.223353,-123.0647203,8469.68140445825
1267,3023 VICTORIA DRIVE,3/16/2020,1599000,5,2503,1912,108,4026.0,49.2573228,-123.0663363,5533.050048981537
1268,3544 E 28TH AVENUE,1/10/2020,1268000,2,1790,1957,63,3762.0,49.2451656,-123.0275268,8962.87060834102
1269,3147 E 5TH AVENUE,7/2/2019,1300000,4,2578,1967,52,4154.0,49.26600699999999,-123.0378689,6581.52554213989
1270,2660 TRINITY STREET,7/8/2019,2285714,33,3327,2019,0,4088.0,49.289473,-123.050444,5374.42889776872
1271,250 E 54TH AVENUE,7/15/2019,1165000,24,1836,1955,64,3894.0,49.2208202,-123.1006339,7613.436451431806
1272,2330 DUNDAS STREET,7/1/2019,1200000,10,1977,1949,70,4057.0,49.2845259,-123.057283,4426.271077682705
1273,385 W 22ND AVENUE,3/21/2020,2450000,20,2754,1930,90,4026.0,49.2513286,-123.1124068,3745.1085356275325
1274,3781 W 27TH AVENUE,3/3/2020,2350000,1,2578,1926,94,6443.42,49.2483168,-123.1877049,7991.213750634775
1275,1733 E 1ST AVENUE,2/3/2019,2125000,321,2621,1904,116,6214.72,49.2697928,-123.0687955,3950.5438587039453
1276,1280 E 27 AVENUE,4/23/2019,1258000,56,1845,1955,64,4752.0,49.2462498,-123.0785322,5608.686506092036
1277,3892 W 50TH AVENUE,11/1/2019,2135000,125,1980,1948,72,7809.0,49.2262301,-123.1904777,10504.861874303118
1278,535 E 31ST AVENUE,3/18/2020,1903000,5,2562,2005,15,3150.0,49.24287589999999,-123.0933781,5336.154982539676
1279,4258 ONTARIO STREET,7/24/2019,1928000,6,2017,1977,42,2643.0,49.2476525,-123.1047265,4675.641898091925
1280,7458 INVERNESS STREET,3/19/2019,1540000,78,2262,2000,19,4343.0,49.21688109999999,-123.0797725,9006.281517901745
1281,2690 NAPIER STREET,11/4/2019,1210000,122,1710,1944,76,3564.0,49.27476559999999,-123.0497575,5112.438245146837
1282,2011 E 4TH AVENUE,7/15/2019,1590000,8,1953,1928,91,4026.0,49.2670563,-123.0635455,4671.8256742464855
1283,3569 ANZIO DRIVE,7/2/2019,1820000,6,3979,1989,30,6600.0,49.251364,-123.0283782,8763.995608305413
1284,2890 W 11TH AVENUE,3/2/2020,2585000,7,2558,1932,88,4026.0,49.2620942,-123.1700654,5374.613898637443
1285,4443 W 14TH AVENUE,3/9/2020,2780000,8,2447,1994,26,4026.0,49.26038029999999,-123.2076644,8266.2815631985
1286,6061 KERR STREET,9/16/2019,1518000,14,2454,1966,53,5404.0,49.2286761,-123.0412382,8929.84011336604
1287,7087 CYPRESS STREET,5/30/2019,3000000,6,4040,1928,91,8580.0,49.22108919999999,-123.150003,8098.160468604749
1288,3470 W 6TH AVENUE,5/29/2019,2135000,26,2985,1920,99,3630.0,49.2666056,-123.181176,5758.349560884376
1289,6140 LANARK STREET,10/23/2019,1361400,5,2630,1982,37,4049.0,49.2285873,-123.0754267,7536.618507077501
1290,4866 MANOR STREET,3/16/2019,880000,257,1747,1911,108,3267.0,49.24074599999999,-123.0400663,8406.048513671416
1291,526 E 61ST AVENUE,8/21/2019,1029000,38,1700,1953,66,3465.0,49.2147386,-123.093746,8695.450665138238
1292,3081 E 6TH AVENUE,1/10/2020,1425000,24,2090,1969,51,4026.0,49.26500189999999,-123.0397361,6686.885107620187
1293,628 E 19TH AVENUE,10/8/2019,1909750,12,2100,2013,6,3019.5,49.2535269,-123.0913641,4083.1657216418666
1294,1826 E 12TH AVENUE,3/25/2020,1050000,22,2200,1912,108,4092.0,49.259369,-123.0672947,5331.0562197941545
1295,5260 INVERNESS STREET,4/1/2019,1180000,279,1840,1910,110,3383.0,49.2372548,-123.0799994,6507.557778983092
1296,2716 E 24TH AVENUE,9/16/2019,1375000,12,2337,1948,71,4026.0,49.2486013,-123.0485415,7164.943666098053
1297,1697 E 22ND AVENUE,1/22/2020,1930000,22,4272,1928,92,5696.17,49.2505688,-123.0697107,5588.452116252228
1298,65 W KING EDWARD AVENUE,8/22/2019,2630000,42,3035,1939,80,7456.0,49.2491371,-123.1065557,4375.638423453248
1299,3150 E 52ND AVENUE,8/17/2019,1450000,14,2282,1974,45,3993.0,49.2218046,-123.039898,9735.287376699036
1300,4478 PRINCE ALBERT STREET,2/24/2020,2798000,4,3501,2016,4,3960.0,49.2448706,-123.0876736,5280.539812871319
1301,4038 MILLER STREET,4/5/2019,900000,194,2440,1912,107,3297.0,49.24908480000001,-123.0683464,5983.264393679771
1302,2040 E 39TH AVENUE,3/3/2020,1600000,7,2627,1974,46,4697.0,49.2346711,-123.0645333,7238.459712676485
