Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m,Proximity_Score
983,416-418 UNION STREET,9/9/2019,1600000,32,2301,1980,39,3150.0,49.2774023,-123.0950791,1660.5723037460195,100.0
962,521 UNION STREET,7/5/2019,1380000,56,2538,1901,118,3058.0,49.27769259999999,-123.0930006,1801.4349310701118,98.50688434931219
493,993 BROUGHTON STREET,4/3/2019,2600000,192,4026,1905,114,2882.0,49.2860495,-123.133226,1833.572940863873,98.16622787912851
1108,518 KEEFER STREET,1/3/2020,1189000,47,3189,1910,110,3050.0,49.2791693,-123.0930471,1838.9573398488776,98.10915432777722
1007,601 E PENDER STREET,1/11/2020,1670000,123,4100,1908,112,4150.0,49.2804294,-123.0913546,1891.673695172737,97.55037151450358
501,643 E CORDOVA STREET,1/29/2020,1233000,21,2272,1901,119,3172.0,49.2823158,-123.090425,2077.291595160093,95.5828589330346
929,640 E GEORGIA STREET,5/27/2019,1860000,100,3335,1895,124,3050.0,49.2782353,-123.0905799,2184.4277112165114,94.44723755015568
924,703 HEATLEY AVENUE,7/25/2019,738000,196,1153,1901,119,1525.0,49.278251,-123.08991,2184.4277112165114,94.44723755015568
570,703 HEATLEY AVENUE,5/11/2020,750000,10,1153,1901,119,1525.0,49.278251,-123.08991,2184.4277112165114,94.44723755015568
699,763 UNION STREET,8/19/2019,1625000,7,1822,1905,114,3050.0,49.27771,-123.08827,2225.098618413118,94.01613407568186
288,837 KEEFER STREET,7/15/2019,2051000,8,2915,1901,118,3050.0,49.2794359,-123.0863191,2297.3849227719024,93.24991372029862
1180,842 KEEFER STREET,8/27/2019,2100000,6,2727,1910,109,3050.0,49.2790243,-123.0862359,2347.189962132895,92.72199027342208
487,644 HAWKS AVENUE,11/12/2019,2040000,13,2506,1905,114,6100.0,49.2785411,-123.0870863,2347.189962132895,92.72199027342208
155,757 PRIOR STREET,3/13/2020,1848000,55,3059,1905,115,3302.5,49.276733,-123.0884242,2450.238854797081,91.62969264028948
1097,720 HAWKS AVENUE,10/15/2019,1265000,47,2394,1905,114,2684.0,49.2779605,-123.0870925,2605.200775016527,89.98712730741413
943,437 VERNON DRIVE,4/22/2020,1510000,18,1892,2017,3,1843.36,49.2802613,-123.0794703,2947.3393159156535,86.3605272657677
1263,575 W 17TH AVENUE,5/21/2019,1820000,55,2392,1927,92,4023.36,49.2562681,-123.1170544,3087.5684076937932,84.87412696504103
656,233 W 15TH AVENUE,5/15/2019,2325000,33,5600,1910,109,6250.0,49.25795859999999,-123.1105346,3098.3038693084222,84.76033322103197
868,1404 PARKER STREET,5/23/2019,1350000,43,2324,2005,14,2542.0,49.27564040000001,-123.075705,3106.5203201906443,84.67324048651179
1194,555 E 7TH AVENUE,1/20/2020,1660000,1,2322,1905,115,4026.0,49.2644984,-123.0916916,3162.8772953137272,84.0758678321732
663,568 W 18TH AVENUE,9/17/2019,2393000,6,2345,1933,86,4026.0,49.2549618,-123.1168238,3187.877568947,83.81086993640463
128,539 W 18TH AVENUE,6/25/2019,2548000,34,2170,2011,8,3015.87,49.255351,-123.11637,3187.877568947,83.81086993640463
960,2825 ONTARIO STREET,3/10/2020,1898500,7,2068,1901,119,2475.0,49.2598819,-123.1052374,3238.4324835285715,83.27499796230565
741,946 W 14TH AVENUE,6/18/2019,2950000,62,3339,1912,107,6250.0,49.2584957,-123.1254734,3324.7492114913675,82.36005792543632
1054,563 W 20TH AVENUE,5/23/2019,1860000,63,2389,1939,80,4026.0,49.2535468,-123.1167451,3391.6507774257093,81.65091471939445
401,2311 CYPRESS STREET,5/15/2020,2560000,6,2338,2007,13,2000.0,49.2652391,-123.1483663,3418.971604503703,81.3613194216578
407,653 W 18TH AVENUE,1/17/2020,2200000,7,2400,1987,33,4026.0,49.2554325,-123.1192731,3422.079041437293,81.328381212232
239,14 W 14TH AVENUE,8/26/2019,1445000,73,2425,1910,109,3267.0,49.2582536,-123.1053294,3443.6623318004163,81.09960265508943
940,494 E 12TH AVENUE,10/25/2019,1575000,21,2932,1910,109,4270.0,49.25956069999999,-123.0932764,3489.5339739069104,80.6133724316933
554,578 E 10TH AVENUE,2/18/2020,2175000,26,3264,1980,40,6000.0,49.2613297,-123.0913251,3496.6818344959024,80.53760654036286
453,442 E 15TH AVENUE,1/20/2020,1467500,8,1595,1912,108,2762.0,49.2571557,-123.0952458,3504.3104050116426,80.45674522004104
141,500 E 11TH AVENUE,2/10/2020,1910000,10,3611,1902,118,4026.0,49.2603795,-123.0928303,3506.815948470555,80.43018696095523
1176,151/153 W 18TH AVENUE,10/25/2019,2250000,6,2611,1924,95,4537.5,49.2549502,-123.1085707,3540.2923669945435,80.07534362616396
102,597 W 20TH AVENUE,5/21/2019,2296000,41,2334,2000,19,3288.6,49.2535451,-123.1179874,3545.63189870783,80.018745658911
372,342 W 20TH AVENUE,2/19/2020,2450000,6,2387,1938,82,3795.0,49.2526674,-123.111777,3564.4252662383205,79.81953972528645
175,557 E 11TH AVENUE,2/18/2020,2255000,7,3089,1910,110,4026.0,49.260861,-123.0917496,3591.8912304047153,79.5284060034674
584,624 E 11TH AVENUE,10/15/2019,1663000,9,2932,1914,105,4026.0,49.2604237,-123.090359,3591.8912304047153,79.5284060034674
759,371 E 16TH AVENUE,1/10/2019,1500000,274,2157,1926,93,4052.97,49.2567277,-123.0968243,3605.6746209624,79.38230482281944
842,3500 WILLOW STREET,2/21/2020,2480000,3,2482,1911,109,2683.56,49.2541772,-123.1218667,3632.618018096981,79.09671020692616
1148,450 SALSBURY DRIVE,8/27/2019,1310000,33,2364,2010,9,1762.0,49.2806517,-123.0680328,3649.4956991752465,78.91781016619859
615,3901 TUPPER STREET,8/6/2019,2230000,31,2842,1970,49,3664.65,49.2504925,-123.1165687,3692.0353576718494,78.4668983020456
1193,3234 PRINCE EDWARD STREET,3/9/2020,950000,26,1601,1912,108,2382.36,49.2560207,-123.0962146,3705.260648992596,78.32671286158467
675,375 E 17TH AVENUE,10/31/2019,2099000,8,3160,1977,42,6018.0,49.2559044,-123.0972087,3705.260648992596,78.32671286158467
1061,682 W 21ST AVENUE,11/3/2019,2988221,0,2794,2002,17,4026.0,49.2522665,-123.1195155,3717.614682548069,78.19576257902064
188,716 E 11TH AVENUE,11/25/2019,1700000,7,3597,1908,111,4026.0,49.2604682,-123.0886196,3722.6095384875903,78.14281810596981
1273,385 W 22ND AVENUE,3/21/2020,2450000,20,2754,1930,90,4026.0,49.2513286,-123.1124068,3745.108535627533,77.90433324030607
231,601 W 22ND AVENUE,6/18/2019,2700000,52,2195,1911,108,4350.52,49.2517675,-123.1185364,3745.79527897715,77.89705389827762
1031,3987 TUPPER STREET,5/8/2019,2350000,147,3481,1929,90,5886.65,49.2501952,-123.1165673,3752.755338747398,77.82327865803046
5,741-743 E 10TH AVENUE,11/28/2019,1590000,17,1843,1970,49,4026.0,49.2617389,-123.0880999,3754.0715816169263,77.80932674710893
271,2733 FRASER STREET,10/15/2019,1720000,21,2808,1913,106,2646.0,49.2601034,-123.0894188,3769.4647304124182,77.64616245139382
211,285 E 18TH AVENUE,3/13/2020,1818000,8,2369,1913,107,6032.56,49.2549849,-123.0989772,3776.77109305922,77.56871646998073
44,1576 W 16TH AVENUE,7/3/2019,2800000,136,3095,1946,73,8871.25,49.2568283,-123.1406497,3814.230252272256,77.17165688118074
1133,1561 KITCHENER STREET,9/24/2019,1470000,29,2538,1910,109,4026.0,49.27236629999999,-123.0720154,3823.282728643366,77.07570244384024
557,614 E 14TH AVENUE,3/19/2020,1349000,4,2218,1910,110,2583.0,49.2577546,-123.0908009,3827.6545605756296,77.02936190054469
911,2196 W 6TH AVENUE,10/6/2019,2490000,36,2502,1912,107,3400.0,49.26625019999999,-123.1549686,3846.4541617892423,76.83008989112695
1120,615 W 23RD AVENUE,2/4/2020,2570000,67,2779,1955,65,4026.0,49.2508804,-123.1187451,3846.787455956784,76.82655703967234
137,3451 QUEBEC STREET,9/30/2019,1415000,7,1584,1905,114,1600.0,49.2542429,-123.1030593,3856.0412492003575,76.72846868378488
775,741 E 11TH AVENUE,5/28/2019,1651000,55,3777,1912,107,4026.0,49.26083819999999,-123.0881338,3857.5085689653174,76.71291538801549
365,3262 ONTARIO STREET,12/1/2019,2505000,101,3146,1912,108,2813.58,49.2561116,-123.1046932,3864.164425861802,76.64236463733259
1190,375 W 23RD AVENUE,3/17/2020,2470000,6,2597,1911,109,4900.0,49.2503514,-123.1122968,3867.523715311144,76.60675684165756
797,455 E 17TH AVENUE,3/11/2020,2720000,5,3223,2006,14,5977.0,49.2560008,-123.0951484,3896.8670061618263,76.29572383280254
1143,638 W 24TH AVENUE,10/15/2019,2250000,20,1786,1927,92,4310.13,49.249846,-123.1191641,3911.859541676312,76.13680595766829
514,237 E 20TH AVENUE,9/16/2019,2825000,7,3960,1905,114,6049.95,49.2532061,-123.0997693,3912.0153316035626,76.13515461562665
625,722 E 15TH AVENUE,9/3/2019,1880000,12,2950,1910,109,3230.0,49.2568999,-123.0884622,3928.7531760273946,75.95773681544249
1275,1733 E 1ST AVENUE,2/3/2019,2125000,321,2621,1904,116,6214.72,49.2697928,-123.0687955,3950.5438587039457,75.72675994129493
414,186 W 22ND AVENUE,2/20/2020,2830000,4,2812,1978,42,4900.5,49.2507973,-123.1094493,3952.174243131366,75.70947819274697
1220,241 W 22ND AVENUE,7/8/2019,2900000,6,2823,2003,16,4026.0,49.25129020000001,-123.1106085,3952.174243131366,75.70947819274697
135,165 W 22ND AVENUE,1/13/2020,2985000,12,3275,1960,60,4026.0,49.2512778,-123.1090081,3952.174243131366,75.70947819274697
97,836 W 22ND AVENUE,5/12/2020,2689000,0,1402,1926,94,5124.0,49.2514141,-123.1231273,3955.2862576430407,75.67649146190986
739,836 W 22ND AVENUE,6/24/2019,2415000,80,1402,1926,93,5124.0,49.2514141,-123.1231273,3955.2862576430407,75.67649146190986
998,3460 QUEBEC STREET,10/29/2019,1408000,7,2067,1913,106,1952.0,49.2540989,-123.1025686,3956.51860268914,75.66342885112137
525,156 E 19TH AVENUE,5/13/2019,2521000,35,2849,2006,13,4432.0,49.2534862,-123.1019731,3956.51860268914,75.66342885112137
787,3544 QUEBEC STREET,9/9/2019,1630000,7,1860,1913,106,1772.8,49.2532985,-123.1025937,3956.51860268914,75.66342885112137
771,3403 CAROLINA STREET,5/11/2020,1044000,16,2120,1911,109,2792.7,49.2545292,-123.0922033,3983.174845501957,75.38087801355408
299,531 E 18TH AVENUE,5/5/2020,1449000,3,2349,1959,61,4026.0,49.2548915,-123.0930869,3997.612121370342,75.22784577951242
162,3438 ST. GEORGE STREET,1/7/2020,2050000,14,1801,2016,4,3019.5,49.2544766,-123.0937139,3997.612121370342,75.22784577951242
515,3532 PRINCE EDWARD STREET,11/27/2019,1600000,5,1694,1910,109,1952.0,49.2533008,-123.0964201,4007.7188250252,75.1207167440074
319,1943 NAPIER STREET,12/4/2019,2200000,5,3100,1909,110,4026.0,49.27503300000001,-123.0646371,4025.0955785789743,74.93652663494753
6,86 W 21ST AVENUE,3/3/2020,2565000,7,2439,1989,31,4026.0,49.251692,-123.106888,4039.3423479193184,74.78551373196606
624,103 W 21ST AVENUE,7/22/2019,2700000,4,3030,1939,80,5313.0,49.2521448,-123.1075529,4039.3423479193184,74.78551373196606
638,208 W 23RD AVENUE,3/11/2020,2508000,12,2448,1938,82,5346.0,49.2498286,-123.110281,4068.789335246928,74.47338156121434
543,980 W 20TH AVENUE,6/4/2019,2400000,2,2849,1924,95,4026.0,49.2533229,-123.1266059,4079.070460904655,74.36440368739603
1293,628 E 19TH AVENUE,10/8/2019,1909750,12,2100,2013,6,3019.5,49.2535269,-123.0913641,4083.165721641866,74.3209947434019
1082,7 W 20TH AVENUE,5/10/2019,2050000,143,2046,1927,92,4570.5,49.25298060000001,-123.1051412,4100.681652518153,74.13532938258496
320,948 W 22ND AVENUE,7/10/2019,2118000,90,2494,1939,80,4026.0,49.2515091,-123.1259844,4115.27068940499,73.98068851212838
1236,818 W 24TH AVENUE,6/10/2019,2850000,21,2594,2009,10,4323.0,49.2498898,-123.122848,4123.398497026793,73.89453537842337
191,990 E 11TH AVENUE,5/2/2019,1390000,84,3100,1926,93,4026.0,49.2603434,-123.0835737,4132.14999720639,73.8017712284612
649,2086 PARKER STREET,6/15/2019,2100000,9,2513,1926,93,4636.0,49.2754814,-123.06215,4140.41626033448,73.7141504941066
159,1233 VICTORIA DRIVE,7/4/2019,1665000,22,2609,1912,107,3267.0,49.2733545,-123.0660233,4146.420691720148,73.65050472343108
450,1920 CHARLES STREET,8/19/2019,1050000,50,2610,1912,107,2978.0,49.272793,-123.0651047,4146.420691720148,73.65050472343108
1153,827 E 18TH AVENUE,6/29/2019,1388000,78,1826,2007,12,2494.0,49.25472,-123.0871054,4175.420088799911,73.34311691970453
1062,521 E 20TH AVENUE,12/18/2019,1084600,23,867,1910,110,3023.0,49.2530861,-123.0929311,4184.08201038674,73.2513022848932
107,558 E 20TH AVENUE,9/11/2019,2648000,8,3814,2020,0,6039.0,49.2527049,-123.0927114,4184.08201038674,73.2513022848932
691,3620 CAROLINA STREET,7/9/2019,1478000,5,1528,1970,49,2244.8,49.2525491,-123.0917503,4184.08201038674,73.2513022848932
216,2136 FRANKLIN STREET,10/29/2019,1225000,9,2142,1913,106,4199.24,49.2819082,-123.0609123,4185.798727589781,73.23310542620642
640,2120 E PENDER STREET,4/20/2020,1928000,8,2502,1906,114,3267.0,49.28003770000001,-123.0612647,4190.866776231301,73.17938512516669
36,1749 GRANT STREET,4/2/2020,1610000,7,2951,1940,80,4356.0,49.27149619999999,-123.0683574,4191.778249844115,73.16972368733654
245,3120 ST. CATHERINES STREET,6/18/2019,1856500,8,3100,1925,94,4275.4,49.2568288,-123.0852802,4206.598751919468,73.01262933221815
1198,1979 CHARLES STREET,9/4/2019,2048000,27,2066,2019,0,2732.8,49.2731754,-123.0638807,4215.520302146512,72.91806268579496
1205,622 W 27TH AVENUE,7/5/2019,3000000,38,2489,1945,74,7063.0,49.2468626,-123.1190457,4241.114509324991,72.64676921334532
444,2059 CHARLES STREET,10/23/2019,1465000,6,1397,2019,0,2332.11,49.2732053,-123.0624333,4263.1566114653115,72.41312734321286
1163,156 E 22ND AVENUE,6/19/2019,1225000,84,1706,1909,110,3295.0,49.2507874,-123.1020629,4263.367030360799,72.41089694504394
338,125 E 22ND AVENUE,2/18/2020,2000000,6,2179,1905,115,3904.0,49.2511273,-123.1023423,4263.367030360799,72.41089694504394
33,959 E 13TH AVENUE,8/16/2019,1498000,2,1799,1949,70,4026.0,49.2589958,-123.0840166,4287.74641086939,72.15248039210192
192,1724 MCSPADDEN AVENUE,4/1/2020,1480000,6,2110,1911,109,2500.0,49.26628280000001,-123.0690925,4299.253850367121,72.03050383707235
50,1017 E 13TH AVENUE,1/7/2020,1605000,6,2381,1912,108,4026.0,49.258956,-123.08295,4299.281600765736,72.03020968840232
701,2904 WINDSOR STREET,9/4/2019,1070000,8,2534,1910,109,2178.0,49.2586441,-123.0831543,4299.281600765736,72.03020968840232
749,480 E 21ST AVENUE,7/4/2019,1850000,12,1831,1951,68,5063.0,49.2517954,-123.0948332,4299.907047398864,72.02358007929782
25,342 E 23RD AVENUE,7/16/2019,2910000,7,3330,2019,0,4048.0,49.24999,-123.0976452,4308.766469995409,71.92967197332074
1027,3782 ONTARIO STREET,1/31/2020,1655000,28,2354,1929,91,3387.0,49.25118699999999,-123.1045781,4313.953606601859,71.87468936369265
746,2187 FRANKLIN STREET,1/21/2020,1260000,13,1950,1980,40,3267.0,49.2822362,-123.0600804,4324.663909770122,71.76116229417869
229,2147 E PENDER STREET,2/18/2020,1851000,6,2580,1912,108,3019.5,49.2804691,-123.0605997,4325.803204931141,71.7490859935446
763,2210 E PENDER STREET,7/10/2019,1509000,2,1922,2005,14,3267.0,49.2800287,-123.0593717,4325.803204931141,71.7490859935446
112,230 PEVERIL AVENUE,9/11/2019,2500000,64,2181,1942,77,5893.0,49.247537,-123.110487,4326.123246045539,71.74569362180023
751,1730 VICTORIA DRIVE,2/24/2020,1940000,17,2609,1909,111,3267.0,49.2690519,-123.0655193,4332.129136327658,71.68203238711439
1169,2082 CHARLES STREET,9/24/2019,1327000,11,1263,2017,2,1696.0,49.2728287,-123.0623435,4341.965406031945,71.57776989734789
502,111 E 24TH AVENUE,2/17/2020,1383000,7,1512,1910,110,2450.32,49.2497157,-123.1029424,4342.541657392569,71.57166174828366
761,3106 WINDSOR STREET,3/9/2020,1528000,9,2263,1954,66,3747.83,49.2567748,-123.083275,4346.135737444484,71.53356521922352
1104,1771 E 5TH AVENUE,6/3/2019,1555000,7,2251,1912,107,2500.0,49.2659057,-123.0681259,4349.71599533085,71.49561520235117
555,1153 E 11TH AVENUE,5/15/2020,1602000,4,1620,1956,64,4026.0,49.260766,-123.0802392,4368.240221416222,71.29926211416611
587,1610 SEMLIN DRIVE,10/23/2019,1490000,3,1967,1910,109,2013.0,49.2702462,-123.0635756,4371.541690733129,71.26426720032002
683,1750-1752 E 5TH AVENUE,11/4/2019,2240000,4,2986,1910,109,2398.0,49.26558199999999,-123.068487,4372.000699875605,71.2594017952977
1298,65 W KING EDWARD AVENUE,8/22/2019,2630000,42,3035,1939,80,7456.0,49.2491371,-123.1065557,4375.638423453248,71.22084265360175
939,2142 NAPIER STREET,4/14/2020,1560000,6,2069,1911,109,4026.0,49.2745636,-123.0607715,4378.677335584507,71.18863079336283
1072,3645 FRASER STREET,3/19/2020,1230000,53,2358,1906,114,3040.0,49.25207529999999,-123.0904654,4379.337127033391,71.18163713608672
1042,329 E 24TH AVENUE,2/26/2020,1950000,4,2152,1910,110,4057.0,49.2495189,-123.0979626,4386.137299604765,71.1095566681402
445,118 TEMPLETON DRIVE,9/23/2019,1385000,66,2366,1913,106,3019.5,49.2835528,-123.0594852,4386.9972378822395,71.10044149454792
1140,3949 PRINCE EDWARD STREET,10/28/2019,1711000,8,2079,1910,109,2665.0,49.2494577,-123.0970969,4409.22553518637,70.86482599295306
544,365 E 24TH AVENUE,8/15/2019,1425000,8,2040,1925,94,4045.84,49.249517,-123.0974297,4409.22553518637,70.86482599295306
1272,2330 DUNDAS STREET,7/1/2019,1200000,10,1977,1949,70,4057.0,49.2845259,-123.057283,4426.271077682705,70.68414665479769
133,3555 ST. CATHERINES STREET,6/18/2019,1998000,5,1701,1989,30,3050.0,49.2529569,-123.0858598,4442.956677178221,70.50728264039489
148,2244 E PENDER STREET,9/9/2019,1180000,17,1798,1912,107,2178.0,49.2799947,-123.0587661,4466.020812897895,70.26280741891972
845,511 GARDEN DRIVE,1/28/2020,2189000,32,2221,2020,0,2873.0,49.28003690000001,-123.058131,4466.020812897895,70.26280741891972
206,407 E KING EDWARD AVENUE,4/15/2020,1575000,5,1912,1910,110,2188.0,49.2489091,-123.0963541,4475.481331513266,70.16252781547504
505,408 E KING EDWARD AVENUE,5/19/2020,1350000,6,2182,1984,36,3623.0,49.2485897,-123.0964077,4475.481331513266,70.16252781547504
669,731 E 22ND AVENUE,12/11/2019,2210000,2,2524,2016,3,3362.0,49.2512189,-123.0891525,4479.58444178645,70.11903566797099
157,3044 GLEN DRIVE,3/19/2020,1574000,47,2868,1912,108,3960.0,49.2571654,-123.081182,4487.5126955693595,70.03499776501003
1051,2321 PARKER STREET,1/13/2020,1416000,0,1771,1947,73,4026.0,49.2758919,-123.057431,4498.637621804628,69.91707577398817
1121,120 E 24TH AVENUE,11/12/2019,1650000,7,1860,1910,109,2416.35,49.2493966,-123.1028384,4505.444797364425,69.84492107576628
534,1222 E 12TH AVENUE,9/3/2019,1690000,88,3210,1911,108,6350.0,49.2594374,-123.0791061,4506.876580887363,69.82974445704842
760,2326 E GEORGIA STREET,10/21/2019,1100000,101,1920,1927,93,3531.0,49.2780724,-123.0572798,4508.164883128441,69.81608871119508
671,2349 E GEORGIA STREET,11/4/2019,1507000,8,2303,1998,21,3473.25,49.2785056,-123.0572621,4508.164883128441,69.81608871119508
853,2123 E 1ST AVENUE,8/20/2019,1700000,191,2050,1922,98,4026.0,49.26974680000001,-123.0612864,4511.912483960409,69.77636489259933
980,2215 W 13TH AVENUE,5/19/2020,2840000,9,5872,1910,110,6250.0,49.2603308,-123.1559429,4518.0705416305545,69.71109071406242
308,2525 W 8TH AVENUE,2/28/2020,2800000,10,2658,1922,98,6000.0,49.2651519,-123.1630696,4531.753705725194,69.56605191385864
1060,77 E KING EDWARD AVENUE,11/14/2019,1650000,3,2316,1905,114,4063.95,49.2490008,-123.1035522,4536.526761682899,69.51545847621348
85,2136 W 15TH AVENUE,12/16/2019,2400000,86,2936,1929,91,6250.0,49.2580173,-123.154053,4538.827153880535,69.49107477942846
1106,326 WEBBER AVENUE,9/16/2019,1550000,10,1985,1910,109,2432.1,49.2480586,-123.0986535,4539.445937099693,69.4845158011781
660,942 E 21ST AVENUE,9/25/2019,1510000,32,1886,1926,93,4026.0,49.2516286,-123.0848149,4543.184544200744,69.44488731432963
817,3676 ST. CATHERINES STREET,5/25/2020,2356000,8,2400,1941,79,4200.0,49.2521089,-123.0854798,4543.184544200744,69.44488731432963
1010,2701 W 1ST AVENUE,9/5/2019,2100000,11,2942,1922,97,2599.0,49.2712071,-123.1665148,4547.4169269382965,69.40002490458201
593,2734 W 5TH AVENUE,1/9/2020,1750000,28,2650,1911,109,3740.0,49.2672231,-123.167339,4549.544692378448,69.37747101686861
38,1829 STEPHENS STREET,1/21/2020,1430000,86,1963,1911,109,2045.75,49.2696328,-123.1666705,4557.638837225538,69.29167470183668
200,2428 FRANKLIN STREET,3/13/2020,1000000,23,938,1922,98,4027.32,49.2818603,-123.0559043,4562.4386431374705,69.2407977200317
243,290 NIGEL AVENUE,2/10/2020,2556000,16,3000,1990,30,4980.0,49.2457453,-123.11109,4566.661610980294,69.19603510628345
387,460 E KING EDWARD AVENUE,6/10/2019,1325000,47,1792,1996,23,3200.0,49.2485084,-123.095127,4572.95190777229,69.12935921952754
32,2056 E 2ND AVENUE,6/17/2019,2175000,41,2729,1912,107,4026.0,49.2684607,-123.0625676,4612.038769321251,68.71504631181253
287,1718 LAKEWOOD DRIVE,5/9/2019,1650000,48,2682,1968,51,4026.0,49.2688755,-123.0617197,4612.038769321251,68.71504631181253
218,2135 E 2ND AVENUE,7/2/2019,1330000,23,2098,1958,61,4026.0,49.2688373,-123.0611704,4612.038769321251,68.71504631181253
553,2245 WILLIAM STREET,9/9/2019,1215000,30,1964,1929,90,4026.0,49.2740646,-123.0589889,4617.577827306079,68.65633340602393
1018,2425 DUNDAS STREET,9/3/2019,2000000,57,3448,2019,0,4026.0,49.28499840000001,-123.0557115,4633.676552891524,68.485690137583
350,2720 W 6TH AVENUE,5/6/2019,2350000,36,2881,1914,105,2990.36,49.2664819,-123.1670494,4641.448332601064,68.40331082847561
43,2421 PANDORA STREET,2/4/2020,1700000,36,2500,1984,36,4026.0,49.28314959999999,-123.0560051,4664.833409407168,68.1554336957327
1282,2011 E 4TH AVENUE,7/15/2019,1590000,8,1953,1928,91,4026.0,49.2670563,-123.0635455,4671.8256742464855,68.08131708820046
958,374 E 26TH AVENUE,4/30/2019,860000,101,1000,1910,109,2027.75,49.2474481,-123.097994,4674.417833614555,68.05384071781701
1279,4258 ONTARIO STREET,7/24/2019,1928000,6,2017,1977,42,2643.0,49.2476525,-123.1047265,4675.641898091925,68.04086587939939
1050,2742 W 2ND AVENUE,8/30/2019,2450000,30,2409,1926,93,3960.0,49.26994759999999,-123.1673721,4677.469969412671,68.02148868935664
567,4263 QUEBEC STREET,6/13/2019,2476190,41,2564,2019,0,3812.5,49.2476522,-123.1035628,4702.922248160036,67.75169962986449
1256,1271 E 14TH AVENUE,11/25/2019,1985000,14,2651,1927,92,6350.0,49.2580558,-123.0783553,4710.145767552151,67.6751317703669
922,2455 W 10TH AVENUE,11/19/2019,2680000,11,3334,1930,89,6250.0,49.2632236,-123.1613803,4725.163169734407,67.51595031353229
28,3775 WINDSOR STREET,3/16/2020,2275000,5,3316,1925,95,4026.0,49.25124880000001,-123.084099,4728.044399135812,67.48540985866373
281,2521 NAPIER STREET,9/16/2019,983000,9,1480,1930,89,3564.0,49.27517839999999,-123.0540681,4730.060853579899,67.46403584522551
1138,2504 NAPIER STREET,4/6/2020,1210000,1,2335,1942,78,3564.0,49.2747817,-123.0544814,4730.060853579899,67.46403584522551
279,1819 E 6TH AVENUE,11/4/2019,1325000,10,1058,1945,74,2500.0,49.2652532,-123.0673487,4732.311284358818,67.44018172947726
1142,1216 E 17TH AVENUE,6/24/2019,1630000,8,2501,1913,106,4026.0,49.2551622,-123.0793226,4733.568489923647,67.426855602167
1213,2403 CAMBRIDGE STREET,2/4/2019,1400000,207,2575,1909,110,4021.0,49.28698989999999,-123.0561165,4738.867445659249,67.3706877321547
963,3839 ST. CATHERINES STREET,2/5/2020,1150000,7,1299,1913,107,3300.0,49.2502903,-123.0860688,4743.771272059906,67.31870815399286
295,2539 E GEORGIA STREET,10/15/2019,1155000,18,1484,1913,106,3547.5,49.2784577,-123.0534812,4744.926620174732,67.30646169526202
311,2148 GRAVELEY STREET,7/12/2019,2170000,7,2549,1911,108,4026.0,49.27024,-123.0607216,4749.000223048414,67.26328232028567
948,2205 GRAVELEY STREET,9/11/2019,1228000,157,2455,1913,107,3141.0,49.2706406,-123.0597327,4749.000223048414,67.26328232028567
86,2451 TRIUMPH STREET,4/14/2020,1250000,13,2554,1931,89,4026.0,49.2840948,-123.0554353,4753.800510901177,67.21240023000436
639,2506 TRIUMPH STREET,11/18/2019,1555000,7,2021,1929,90,4026.0,49.28370020000001,-123.0540398,4753.800510901177,67.21240023000436
653,2555 OXFORD STREET,6/7/2019,2215000,22,2754,2013,6,4554.0,49.2859077,-123.0536311,4754.630110035382,67.20360664525722
1260,1144 E 21ST AVENUE,9/26/2019,1250000,2,2250,1993,26,4026.0,49.2515671,-123.0808252,4765.875219498768,67.08441073607652
466,770 E 24TH AVENUE,3/9/2020,1558000,8,2232,1913,107,2218.75,49.2489887,-123.088383,4778.060108944974,66.95525334721019
265,4183 ST. GEORGE STREET,8/6/2019,1310000,39,1927,1912,107,3600.0,49.2476564,-123.0944421,4781.27523629459,66.92117364093279
777,171 E 28TH AVENUE,2/20/2020,1650171,4,2717,1910,110,3394.0,49.2461948,-123.1021027,4784.030086100976,66.8919727844718
750,1180 E 19TH AVENUE,9/30/2019,1635000,8,2287,1926,93,3444.0,49.2534091,-123.0801745,4789.305152696506,66.83605813456197
361,1410 E 12TH AVENUE,2/18/2020,1161900,60,2508,1911,109,4026.0,49.2593779,-123.0754291,4791.041504199288,66.81765315622847
94,2127 E 4TH AVENUE,3/18/2020,1260000,8,1236,1927,93,3900.0,49.266797,-123.0612439,4809.691935823287,66.61996231459874
913,2225 W 16TH AVENUE,1/2/2019,2080000,168,2114,1908,111,6250.0,49.2575251,-123.1561747,4815.404810706869,66.55940698447932
802,2221 W 16TH AVENUE,7/16/2019,2265000,13,2730,1973,46,6250.0,49.2575841,-123.1560277,4815.404810706869,66.55940698447932
1178,4334 PRINCE EDWARD STREET,6/27/2019,1265000,0,1500,1957,62,3577.5,49.24626869999999,-123.0965568,4815.571726613724,66.55763770928115
113,275 E 28TH AVENUE,11/18/2019,2068000,8,3657,1914,105,4268.88,49.24592060000001,-123.0997026,4817.717193384435,66.5348961910074
734,2451 MCGILL STREET,2/21/2020,1235000,9,2157,1959,61,4026.0,49.2889944,-123.0555401,4820.210690486234,66.50846562089548
526,2522 TURNER STREET,8/30/2019,2239047,189,2858,2019,1,3531.0,49.2789285,-123.0538208,4821.773132793233,66.49190404522281
